Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,International,Unknown,Illinois,Non-Illinois,Academic Program Code
120048 ,KN ,640 ,PHD ,0220 ,Educational Policy Studies ,  ,  ,13,3,10,0,4,0,3,2,1,3,0,7,6,10KS0220PHD
120048 ,KN ,674 ,CAS ,0209 ,Ed Organization and Leadership ,  ,  ,15,4,11,0,13,0,1,0,0,0,1,15,0,10KS0209CAS
120048 ,KN ,674 ,CAS ,0209 ,Ed Organization and Leadership ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0209CASX
120048 ,KN ,674 ,EDD ,0209 ,Ed Organization and Leadership ,  ,  ,73,29,44,0,50,0,15,4,0,1,3,69,4,10KS0209EDD
120048 ,KN ,674 ,EDM ,0209 ,Ed Organization and Leadership ,  ,  ,43,15,28,0,28,1,10,1,0,1,2,39,4,10KS0209EDM
120048 ,KN ,674 ,MA ,0209 ,Ed Organization and Leadership ,  ,  ,11,3,8,0,9,0,2,0,0,0,0,10,1,10KS0209MA
120048 ,KN ,674 ,NDEG ,0209 ,Ed Organization and Leadership ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0209NDEG
120048 ,KN ,674 ,PHD ,0209 ,Ed Organization and Leadership ,  ,  ,4,2,2,0,3,0,1,0,0,0,0,3,1,10KS0209PHD
120048 ,KN ,760 ,EDD ,0222 ,Educ Voc Tech ,  ,  ,51,24,27,0,20,0,5,1,0,21,4,29,22,10KS0222EDD
120048 ,KN ,760 ,EDM ,0222 ,Educ Voc Tech ,  ,  ,25,4,21,0,16,1,3,0,0,4,1,21,4,10KS0222EDM
120048 ,KN ,760 ,MA ,0222 ,Educ Voc Tech ,  ,  ,4,2,2,0,3,0,0,0,0,1,0,2,2,10KS0222MA
120048 ,KN ,760 ,MS ,0222 ,Educ Voc Tech ,  ,  ,3,2,1,0,0,0,1,0,0,1,1,3,0,10KS0222MS
120048 ,KN ,760 ,PHD ,0222 ,Educ Voc Tech ,  ,  ,8,1,7,0,2,0,2,0,0,4,0,5,3,10KS0222PHD
120048 ,KN ,  ,  ,  ,Education ,  ,***College total*** ,1542,304,1238,0,980,87,140,84,7,216,28,1198,344, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120048 ,KP ,  ,  ,  ,Engineering ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120048 ,KP ,210 ,BS ,0118 ,Engineering Mechanics ,  ,  ,72,58,14,0,64,3,1,2,0,0,2,69,3,10KP0118BS
120048 ,KP ,210 ,MS ,0242 ,Theoretical & Applied Mechans ,  ,  ,4,2,2,0,3,0,0,0,0,1,0,1,3,10KS0242MS
120048 ,KP ,210 ,PHD ,0242 ,Theoretical & Applied Mechans ,  ,  ,65,59,6,0,15,2,0,1,0,47,0,6,59,10KS0242PHD
120048 ,KP ,227 ,BS ,0102 ,Agricultural Engineering ,  ,  ,56,50,6,0,49,2,3,2,0,0,0,54,2,10KP0102BS
120048 ,KP ,227 ,MS ,0102 ,Agricultural Engineering ,  ,  ,17,11,6,0,12,1,0,0,0,3,1,10,7,10KS0102MS
120048 ,KP ,227 ,NDEG ,0067 ,Nondegree ,  ,  ,78,62,16,0,10,4,0,0,0,64,0,13,65,10KP0067NDEG
120048 ,KP ,227 ,PHD ,0102 ,Agricultural Engineering ,  ,  ,21,16,5,0,0,1,1,1,0,18,0,2,19,10KS0102PHD
120048 ,KP ,244 ,BS ,0121 ,Engineering Physics ,  ,  ,102,85,17,0,86,10,1,3,0,1,1,88,14,10KP0121BS
120048 ,KP ,244 ,MS ,0240 ,Physics ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,2,0,10KS0240MS
120048 ,KP ,244 ,NDEG ,0240 ,Physics ,  ,  ,4,3,1,0,1,0,0,0,0,3,0,1,3,10KS0240NDEG
120048 ,KP ,244 ,PHD ,0240 ,Physics ,  ,  ,293,254,39,0,148,14,3,5,0,116,7,30,263,10KS0240PHD
120048 ,KP ,251 ,BS ,0106 ,Civil Engineering ,  ,  ,450,347,103,0,348,43,8,28,2,14,7,397,53,10KP0106BS
120048 ,KP ,251 ,MS ,0106 ,Civil Engineering ,  ,  ,147,111,36,0,82,7,3,7,1,46,1,60,87,10KS0106MS
120048 ,KP ,251 ,MS ,0231 ,Environ Engr in Civil Engr ,  ,  ,32,16,16,0,8,2,3,1,0,18,0,7,25,10KS0231MS
120048 ,KP ,251 ,MS ,0232 ,Environ Science in Civil Engr ,  ,  ,5,0,5,0,1,2,0,0,0,2,0,2,3,10KS0232MS
120048 ,KP ,251 ,NDEG ,0106 ,Civil Engineering ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,2,0,10KS0106NDEG
120048 ,KP ,251 ,PHD ,0106 ,Civil Engineering ,  ,  ,158,139,19,0,18,5,1,1,0,133,0,9,149,10KS0106PHD
120048 ,KP ,251 ,PHD ,0231 ,Environ Engr in Civil Engr ,  ,  ,42,28,14,0,10,2,0,0,0,30,0,3,39,10KS0231PHD
120048 ,KP ,251 ,PHD ,0232 ,Environ Science in Civil Engr ,  ,  ,9,8,1,0,0,0,0,1,0,8,0,0,9,10KS0232PHD
120048 ,KP ,343 ,BS ,0408 ,Bioengineering ,  ,  ,22,18,4,0,12,9,0,0,0,0,1,21,1,10KP0408BS
120048 ,KP ,343 ,MS ,0408 ,Bioengineering ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,1,10KS0408MS
120048 ,KP ,343 ,PHD ,0408 ,Bioengineering ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0408PHD
120048 ,KP ,422 ,BS ,0124 ,General Engineering ,  ,  ,581,464,117,0,451,79,7,26,0,7,11,521,60,10KP0124BS
120048 ,KP ,422 ,MS ,0124 ,General Engineering ,  ,  ,26,22,4,0,11,3,0,1,0,11,0,12,14,10KS0124MS
120048 ,KP ,422 ,MS ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,2,1,1,0,0,1,0,0,0,1,0,1,1,10KS3846MS
120048 ,KP ,422 ,NDEG ,0124 ,General Engineering ,  ,  ,1,1,0,0,0,0,0,0,0,1,0,0,1,10KS0124NDEG
120048 ,KP ,422 ,PHD ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,21,19,2,0,6,0,1,0,0,14,0,6,15,10KS3846PHD
120048 ,KP ,434 ,BS ,0112 ,Computer Science ,  ,  ,710,633,76,1,456,166,10,25,0,42,11,505,205,10KP0112BS
120048 ,KP ,434 ,BS ,0112 ,Computer Science ,1854 ,CS:BS/MS Program ,10,10,0,0,5,3,0,0,0,2,0,8,2,10KP1854BS
120048 ,KP ,434 ,MCS ,0112 ,Computer Science ,  ,  ,21,18,3,0,10,4,1,0,0,5,1,9,12,10KS0112MCS
120048 ,KP ,434 ,MS ,0112 ,Computer Science ,  ,  ,78,73,4,1,37,11,1,0,0,26,3,20,58,10KS0112MS
120048 ,KP ,434 ,MS ,0112 ,Computer Science ,1854 ,CS:BS/MS Program ,17,17,0,0,10,3,0,0,0,4,0,11,6,10KS1854MS
120048 ,KP ,434 ,NDEG ,0112 ,Computer Science ,  ,  ,3,2,1,0,1,1,0,0,0,1,0,0,3,10KS0112NDEG
120048 ,KP ,434 ,PHD ,0112 ,Computer Science ,  ,  ,353,300,53,0,97,26,2,3,0,224,1,28,325,10KS0112PHD
120048 ,KP ,615 ,BS ,0099 ,Aero & Astro Engineering ,  ,  ,361,298,63,0,279,38,7,12,0,13,12,307,54,10KP0099BS
120048 ,KP ,615 ,MS ,0099 ,Aero & Astro Engineering ,  ,  ,45,39,5,1,33,2,1,4,0,5,0,28,17,10KS0099MS
120048 ,KP ,615 ,PHD ,0099 ,Aero & Astro Engineering ,  ,  ,27,22,5,0,13,0,0,0,0,14,0,5,22,10KS0099PHD
120048 ,KP ,917 ,BS ,0127 ,Industrial Engineering ,  ,  ,70,43,27,0,48,8,0,3,0,9,2,58,12,10KP0127BS
120048 ,KP ,917 ,BS ,0133 ,Mechanical Engineering ,  ,  ,777,689,88,0,582,109,11,35,3,28,9,661,116,10KP0133BS
120048 ,KP ,917 ,MS ,0127 ,Industrial Engineering ,  ,  ,9,6,3,0,5,1,0,0,0,2,1,3,6,10KS0127MS
120048 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,  ,  ,108,97,11,0,68,8,1,4,0,27,0,40,68,10KS0133MS
120048 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,  ,  ,5,4,1,0,3,1,0,1,0,0,0,0,5,10KS0133MSU
120048 ,KP ,917 ,PHD ,0127 ,Industrial Engineering ,  ,  ,13,10,3,0,3,0,0,0,0,10,0,1,12,10KS0127PHD
120048 ,KP ,917 ,PHD ,0133 ,Mechanical Engineering ,  ,  ,124,109,15,0,33,6,2,4,1,78,0,21,103,10KS0133PHD
120048 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,  ,  ,225,170,55,0,152,43,6,8,1,10,5,178,47,10KP0130BS
120048 ,KP ,919 ,MS ,0130 ,Materials Science & Engr ,  ,  ,10,5,5,0,5,3,0,1,0,1,0,5,5,10KS0130MS
120048 ,KP ,919 ,NDEG ,0130 ,Materials Science & Engr ,  ,  ,3,3,0,0,0,0,0,0,0,3,0,0,3,10KS0130NDEG
120048 ,KP ,919 ,PHD ,0130 ,Materials Science & Engr ,  ,  ,170,122,48,0,53,14,2,6,0,92,3,19,151,10KS0130PHD
120048 ,KP ,933 ,BS ,0109 ,Computer Engineering ,  ,  ,636,588,48,0,357,149,20,30,0,64,16,441,195,10KP0109BS
120048 ,KP ,933 ,BS ,0115 ,Electrical Engineering ,  ,  ,868,745,123,0,321,330,19,19,2,163,14,495,373,10KP0115BS
120048 ,KP ,933 ,MS ,0115 ,Electrical Engineering ,  ,  ,217,193,24,0,111,38,6,5,0,54,3,89,128,10KS0115MS
120048 ,KP ,933 ,NDEG ,0115 ,Electrical Engineering ,  ,  ,8,8,0,0,0,0,0,0,0,8,0,0,8,10KS0115NDEG
120048 ,KP ,933 ,PHD ,0115 ,Electrical Engineering ,  ,  ,351,297,54,0,85,48,2,3,0,210,3,47,304,10KS0115PHD
120048 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,  ,  ,98,84,14,0,76,13,1,5,0,1,2,84,14,10KP0139BS
120048 ,KP ,973 ,MS ,0139 ,Nuclear Engineering ,  ,  ,12,10,2,0,7,3,1,0,0,1,0,8,4,10KS0139MS
120048 ,KP ,973 ,PHD ,0139 ,Nuclear Engineering ,  ,  ,45,34,11,0,10,2,1,1,0,31,0,4,41,10KS0139PHD
120048 ,KP ,  ,  ,  ,Engineering ,  ,***College total*** ,7588,6407,1178,3,4201,1220,126,248,10,1666,117,4393,3195, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120048 ,KR ,  ,  ,  ,Fine & Applied Arts ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120048 ,KR ,447 ,NDEG ,0067 ,Nondegree ,  ,  ,25,15,10,0,4,1,0,0,0,20,0,5,20,10KR0067NDEG
120048 ,KR ,447 ,NDEG ,0067 ,Nondegree ,  ,  ,4,1,3,0,2,1,1,0,0,0,0,4,0,10KR0067NDEQ
120048 ,KR ,495 ,AMUSD ,0265 ,Music ,  ,  ,121,49,72,0,50,8,1,4,0,57,1,23,98,10KS0265AMUS
120048 ,KR ,495 ,BME ,0168 ,Music Education ,  ,  ,9,6,3,0,8,1,0,0,0,0,0,8,1,10KR0168BME
120048 ,KR ,495 ,BME ,0168 ,Music Education ,3930 ,Choral Music ,50,12,38,0,44,3,0,2,0,0,1,48,2,10KR3930BME
120048 ,KR ,495 ,BME ,0168 ,Music Education ,3931 ,Instrumental Music ,120,53,67,0,110,4,1,2,0,1,2,107,13,10KR3931BME
120048 ,KR ,495 ,BME ,0168 ,Music Education ,3932 ,Elementary General Music ,9,2,7,0,8,1,0,0,0,0,0,8,1,10KR3932BME
120048 ,KR ,495 ,BMUS ,0157 ,Voice ,  ,  ,26,5,21,0,18,3,2,1,0,1,1,16,10,10KR0157BMUS
120048 ,KR ,495 ,BMUS ,0158 ,Instrumental Music ,  ,  ,112,55,57,0,78,14,4,4,0,10,2,73,39,10KR0158BMUS
120048 ,KR ,495 ,BMUS ,0159 ,Music Composition ,  ,  ,12,11,1,0,9,1,1,0,0,0,1,11,1,10KR0159BMUS
120048 ,KR ,495 ,BMUS ,0160 ,Music History ,  ,  ,4,1,3,0,2,0,0,0,0,0,2,3,1,10KR0160BMUS
120048 ,KR ,495 ,BMUS ,0161 ,Open Studies ,  ,  ,10,8,2,0,6,1,1,1,0,0,1,8,2,10KR0161BMUS
120048 ,KR ,495 ,EDD ,0168 ,Music Education ,  ,  ,8,4,4,0,7,0,0,0,0,1,0,2,6,10KS0168EDD
120048 ,KR ,495 ,MME ,0168 ,Music Education ,  ,  ,12,5,7,0,7,0,2,1,1,1,0,6,6,10KS0168MME
120048 ,KR ,495 ,MMUS ,0265 ,Music ,  ,  ,124,52,72,0,86,10,0,1,0,22,5,42,82,10KS0265MMUS
120048 ,KR ,495 ,NDEG ,0265 ,Music ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0265NDEG
120048 ,KR ,495 ,PHD ,0265 ,Music ,  ,  ,3,1,2,0,0,0,0,0,0,3,0,0,3,10KS0265PHD
120048 ,KR ,495 ,PHD ,1481 ,Musicology ,  ,  ,19,12,7,0,11,2,1,3,0,2,0,7,12,10KS1481PHD
120048 ,KR ,526 ,BFA ,0148 ,Graphic Design ,  ,  ,88,29,59,0,56,13,4,4,0,11,0,74,14,10KR0148BFA
120048 ,KR ,526 ,BFA ,0149 ,Crafts ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KR0149BFA
120048 ,KR ,526 ,BFA ,0149 ,Crafts ,3933 ,Ceramics ,9,2,7,0,7,0,0,1,0,1,0,7,2,10KR3933BFA
120048 ,KR ,526 ,BFA ,0149 ,Crafts ,3934 ,Glass ,8,5,3,0,7,1,0,0,0,0,0,8,0,10KR3934BFA
120048 ,KR ,526 ,BFA ,0149 ,Crafts ,3935 ,Metals ,12,2,10,0,10,1,0,1,0,0,0,11,1,10KR3935BFA
120048 ,KR ,526 ,BFA ,0150 ,History of Art ,  ,  ,21,3,18,0,14,2,2,1,0,1,1,20,1,10KR0150BFA
120048 ,KR ,526 ,BFA ,0151 ,Photography ,  ,  ,21,5,16,0,17,1,1,1,0,0,1,21,0,10KR0151BFA
120048 ,KR ,526 ,BFA ,0152 ,Industrial Design ,  ,  ,85,43,42,0,55,19,0,4,0,3,4,73,12,10KR0152BFA
120048 ,KR ,526 ,BFA ,0153 ,Painting ,  ,  ,48,20,28,0,39,4,2,1,0,1,1,45,3,10KR0153BFA
120048 ,KR ,526 ,BFA ,0154 ,Sculpture ,  ,  ,17,8,9,0,9,2,1,3,0,1,1,16,1,10KR0154BFA
120048 ,KR ,526 ,BFA ,0169 ,Art Education ,  ,  ,74,8,66,0,66,5,2,1,0,0,0,72,2,10KR0169BFA
120048 ,KR ,526 ,EDD ,0169 ,Art Education ,  ,  ,10,3,7,0,4,1,0,0,0,5,0,3,7,10KS0169EDD
120048 ,KR ,526 ,MA ,0169 ,Art Education ,  ,  ,22,7,15,0,17,2,1,0,0,2,0,14,8,10KS0169MA
120048 ,KR ,526 ,MA ,0250 ,Art History ,  ,  ,11,2,9,0,7,1,1,1,0,1,0,5,6,10KS0250MA
120048 ,KR ,526 ,MFA ,0252 ,Art and Design ,  ,  ,6,4,2,0,5,1,0,0,0,0,0,5,1,10KS0252MFA
120048 ,KR ,526 ,MFA ,0252 ,Art and Design ,0254 ,Graphic Design ,8,2,6,0,3,2,1,0,0,2,0,5,3,10KS0254MFA
120048 ,KR ,526 ,MFA ,0252 ,Art and Design ,0255 ,Industrial Design ,5,4,1,0,5,0,0,0,0,0,0,1,4,10KS0255MFA
120048 ,KR ,526 ,MFA ,0252 ,Art and Design ,0256 ,Metals ,4,1,3,0,3,0,0,0,1,0,0,1,3,10KS0256MFA
120048 ,KR ,526 ,MFA ,0252 ,Art and Design ,0257 ,Painting ,9,5,4,0,8,0,0,0,0,1,0,3,6,10KS0257MFA
120048 ,KR ,526 ,MFA ,0252 ,Art and Design ,0258 ,Photography ,6,2,4,0,4,1,1,0,0,0,0,1,5,10KS0258MFA
120048 ,KR ,526 ,MFA ,0252 ,Art and Design ,0260 ,Sculpture ,6,4,2,0,6,0,0,0,0,0,0,1,5,10KS0260MFA
120048 ,KR ,526 ,NDEG ,0252 ,Art and Design ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0252NDEG
120048 ,KR ,526 ,NONE ,0390 ,General Curriculum ,  ,  ,147,45,101,1,106,19,4,8,1,5,4,133,14,10KR0390NONE
120048 ,KR ,526 ,PHD ,0250 ,Art History ,  ,  ,14,1,13,0,8,0,1,3,0,2,0,6,8,10KS0250PHD
120048 ,KR ,569 ,BLA ,0156 ,Landscape Architecture ,  ,  ,125,72,53,0,114,2,4,4,0,0,1,122,3,10KR0156BLA
120048 ,KR ,569 ,MLA ,0156 ,Landscape Architecture ,  ,  ,15,3,12,0,6,0,0,0,0,8,1,3,12,10KS0156MLA
120048 ,KR ,569 ,PHD ,0156 ,Landscape Architecture ,  ,  ,26,7,19,0,12,1,0,1,0,11,1,11,15,10KS0156PHD
120048 ,KR ,733 ,BA ,0155 ,Urban Planning ,  ,  ,117,65,52,0,86,8,10,3,1,4,5,109,8,10KR0155BA
120048 ,KR ,733 ,MUP ,0155 ,Urban Planning ,  ,  ,55,24,31,0,37,1,2,1,0,12,2,29,26,10KS0155MUP
120048 ,KR ,733 ,NDEG ,0155 ,Urban Planning ,  ,  ,2,0,2,0,1,0,1,0,0,0,0,2,0,10KS0155NDEG
120048 ,KR ,733 ,PHD ,0274 ,Regional Planning ,  ,  ,25,16,9,0,3,1,0,1,0,19,1,0,25,10KS0274PHD
120048 ,KR ,767 ,BS ,0146 ,Architectural Studies ,  ,  ,547,308,238,1,406,51,24,37,0,20,9,482,65,10KR0146BS
120048 ,KR ,767 ,MARCH ,0249 ,Architecture ,0246 ,Architecture - 1yr ,3,1,2,0,0,0,1,1,0,1,0,2,1,10KS0246MARC
120048 ,KR ,767 ,MARCH ,0249 ,Architecture ,0247 ,Architecture - 2 Yr ,147,99,48,0,95,9,7,6,1,26,3,98,49,10KS0247MARC
120048 ,KR ,767 ,MARCH ,0249 ,Architecture ,0248 ,Architecture Track 3 ,45,22,23,0,28,3,0,5,0,9,0,26,19,10KS0248MARC
120048 ,KR ,767 ,NDEG ,0249 ,Architecture ,  ,  ,4,1,3,0,0,0,0,0,0,4,0,0,4,10KS0249NDEG
120048 ,KR ,767 ,PHD ,0249 ,Architecture ,  ,  ,3,2,1,0,3,0,0,0,0,0,0,2,1,10KS0249PHD
120048 ,KR ,801 ,BFA ,0261 ,Dance ,  ,  ,57,6,51,0,45,1,4,3,1,2,1,41,16,10KR0261BFA
120048 ,KR ,801 ,MFA ,0261 ,Dance ,  ,  ,14,4,10,0,11,0,1,0,0,2,0,4,10,10KS0261MFA
120048 ,KR ,883 ,BFA ,0162 ,Theatre ,0163 ,Professional Studio in Acting ,72,31,41,0,56,0,8,3,0,1,4,67,5,10KR0163BFA
120048 ,KR ,883 ,BFA ,0162 ,Theatre ,0165 ,Design and Technology ,12,7,5,0,9,0,1,0,0,0,2,11,1,10KR0165BFA
120048 ,KR ,883 ,BFA ,0162 ,Theatre ,3978 ,Costume Design &Constrctn ,3,0,3,0,3,0,0,0,0,0,0,3,0,10KR3978BFA
120048 ,KR ,883 ,BFA ,0162 ,Theatre ,3979 ,Scene Design ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KR3979BFA
120048 ,KR ,883 ,BFA ,0162 ,Theatre ,3980 ,Stage Management ,8,3,5,0,7,1,0,0,0,0,0,8,0,10KR3980BFA
120048 ,KR ,883 ,BFA ,0162 ,Theatre ,3985 ,Theatre Studies ,28,12,16,0,24,1,2,0,0,1,0,23,5,10KR3985BFA
120048 ,KR ,883 ,BFA ,0162 ,Theatre ,3994 ,Theatre Technology & Lighting ,17,14,3,0,16,1,0,0,0,0,0,15,2,10KR3994BFA
120048 ,KR ,883 ,MA ,0162 ,Theatre ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,1,10KS0162MA
120048 ,KR ,883 ,MFA ,0162 ,Theatre ,0271 ,Design and Technology ,38,19,19,0,34,0,0,1,0,2,1,8,30,10KS0271MFA
120048 ,KR ,883 ,MFA ,0162 ,Theatre ,0272 ,Acting ,10,6,4,0,7,0,2,0,1,0,0,0,10,10KS0272MFA
120048 ,KR ,883 ,MFA ,1136 ,Creative Writing ,  ,  ,3,0,3,0,3,0,0,0,0,0,0,0,3,10KS1136MFA
120048 ,KR ,883 ,PHD ,0162 ,Theatre ,  ,  ,12,5,7,0,9,0,0,0,0,3,0,3,9,10KS0162PHD
120048 ,KR ,  ,  ,  ,Fine & Applied Arts ,  ,***College total*** ,2692,1225,1465,2,1926,205,102,114,7,279,59,1969,723, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120048 ,KS ,  ,  ,  ,Graduate College ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120048 ,KS ,486 ,NDEG ,0067 ,Nondegree ,  ,  ,3,0,3,0,2,0,0,0,1,0,0,3,0,10KS0067NDEG
120048 ,KS ,  ,  ,  ,Graduate College ,  ,***College total*** ,3,0,3,0,2,0,0,0,1,0,0,3,0, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120048 ,KT ,  ,  ,  ,Communications ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120048 ,KT ,238 ,BS ,0382 ,Media Studies ,  ,  ,101,26,75,0,84,4,6,3,0,2,2,93,8,10KT0382BS
120048 ,KT ,238 ,PHD ,0279 ,Communications ,  ,  ,50,24,26,0,24,3,2,6,0,15,0,9,41,10KS0279PHD
120048 ,KT ,408 ,BS ,0277 ,Advertising ,  ,  ,242,54,188,0,177,31,15,12,0,4,3,222,20,10KT0277BS
120048 ,KT ,408 ,MS ,0277 ,Advertising ,  ,  ,25,7,18,0,12,0,1,0,0,12,0,8,17,10KS0277MS
120048 ,KT ,642 ,BSJ ,0380 ,News-Editorial ,  ,  ,128,47,81,0,90,12,12,13,0,0,1,120,8,10KT0380BSJ
120048 ,KT ,642 ,BSJ ,0381 ,Broadcast Journalism ,  ,  ,68,27,41,0,42,7,11,7,0,0,1,66,2,10KT0381BSJ
120048 ,KT ,642 ,MS ,0278 ,Journalism ,  ,  ,33,9,24,0,24,1,2,1,0,3,2,18,15,10KS0278MS
120048 ,KT ,934 ,NDEG ,0067 ,Nondegree ,  ,  ,2,1,1,0,0,0,0,0,0,1,1,1,1,10KT0067NDEG
120048 ,KT ,  ,  ,  ,Communications ,  ,***College total*** ,649,195,454,0,453,58,49,42,0,37,10,537,112, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120048 ,KU ,  ,  ,  ,Law ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120048 ,KU ,853 ,JD ,0385 ,Law ,  ,  ,671,387,282,2,399,110,51,50,4,13,44,503,168,10KU0385JD
120048 ,KU ,853 ,JSD ,0281 ,Law ,  ,  ,3,2,1,0,0,0,0,0,0,3,0,0,3,10KS0281JSD
120048 ,KU ,853 ,LLM ,0281 ,Law ,  ,  ,32,15,17,0,0,1,0,0,0,31,0,3,29,10KS0281LLM
120048 ,KU ,853 ,NDEG ,0385 ,Law ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,2,0,10KU0385NDEG
120048 ,KU ,  ,  ,  ,Law ,  ,***College total*** ,708,406,300,2,401,111,51,50,4,47,44,508,200, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120048 ,KV ,  ,  ,  ,Liberal Arts & Sci ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120048 ,KV ,241 ,BALAS ,0340 ,Anthropology ,  ,  ,129,41,88,0,95,3,11,12,2,1,5,124,5,10KV0340BALA
120048 ,KV ,241 ,BALAS ,0340 ,Anthropology ,  ,  ,1,1,0,0,0,0,0,1,0,0,0,1,0,10KV8037MULT
120048 ,KV ,241 ,MA ,0340 ,Anthropology ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,1,1,10KS0340MA
120048 ,KV ,241 ,NDEG ,0340 ,Anthropology ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0340NDEG
120048 ,KV ,241 ,PHD ,0340 ,Anthropology ,  ,  ,58,17,41,0,27,1,2,8,0,20,0,6,52,10KS0340PHD
120048 ,KV ,253 ,MS ,0334 ,Atmospheric Sciences ,  ,  ,18,11,7,0,17,0,0,0,0,1,0,8,10,10KS0334MS
120048 ,KV ,253 ,PHD ,0334 ,Atmospheric Sciences ,  ,  ,23,17,6,0,3,1,0,1,0,18,0,1,22,10KS0334PHD
120048 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,  ,  ,226,127,99,0,151,35,15,10,0,12,3,199,27,10KV0439BSLA
120048 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,3894 ,Operations Research ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV3894BSLA
120048 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,3895 ,Applied Mathematics ,4,3,1,0,3,0,0,0,0,1,0,2,2,10KV3895BSLA
120048 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,3896 ,Graduate Preparation ,8,7,1,0,6,0,0,1,0,1,0,7,1,10KV3896BSLA
120048 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,3897 ,Mathematics Teaching Option ,28,13,15,0,18,7,0,3,0,0,0,28,0,10KV3897BSLA
120048 ,KV ,257 ,BSLAS ,0461 ,Actuarial Science ,  ,  ,232,152,80,0,141,41,8,7,1,31,3,190,42,10KV0461BSLA
120048 ,KV ,257 ,BSLAS ,1438 ,Math & Computer Science ,  ,  ,159,138,20,1,98,24,3,8,1,24,1,118,41,10KV1438BSLA
120048 ,KV ,257 ,MA ,0439 ,Mathematics ,  ,  ,13,10,3,0,6,0,0,0,0,7,0,4,9,10KS0439MA
120048 ,KV ,257 ,MS ,0290 ,Teaching of Mathematics ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0290MS
120048 ,KV ,257 ,MS ,0327 ,Applied Mathematics ,  ,  ,12,10,2,0,1,0,1,0,0,9,1,3,9,10KS0327MS
120048 ,KV ,257 ,MS ,0327 ,Applied Mathematics ,0328 ,Actuarial Science ,21,7,14,0,1,4,0,0,0,16,0,5,16,10KS0328MS
120048 ,KV ,257 ,MS ,0439 ,Mathematics ,  ,  ,4,2,2,0,0,1,0,0,0,3,0,0,4,10KS0439MS
120048 ,KV ,257 ,NONE ,0439 ,Mathematics ,  ,  ,166,99,67,0,129,16,7,8,0,4,2,150,16,10KV0439NONE
120048 ,KV ,257 ,PHD ,0439 ,Mathematics ,  ,  ,174,140,34,0,71,9,0,5,1,84,4,19,155,10KS0439PHD
120048 ,KV ,292 ,BSLAS ,0435 ,"Ecology, Ethology, & Evolution ",  ,  ,3,1,2,0,3,0,0,0,0,0,0,3,0,10KV0435BSLA
