Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,Illinois,Non-Illinois,Academic Program Code
120128 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5010 ,"Policy, Intl Trade, & Dvlpmt ",42,21,21,0,21,6,2,5,0,0,0,8,0,2,0,31,11,10KL5010BS
120128 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5011 ,Public Policy and Law ,43,20,23,0,27,5,5,2,0,0,0,4,0,5,0,36,7,10KL5011BS
120128 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5136 ,Financial Planning ,77,44,33,0,46,4,4,4,0,0,2,17,0,5,0,59,18,10KL5136BS
120128 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5316 ,Finance in Agri-Business ,69,52,17,0,53,4,3,2,0,0,3,3,1,3,0,65,4,10KL5316BS
120128 ,KL ,470 ,MS ,0176 ,Agr & Consumer Economics ,  ,  ,4,3,1,0,1,0,0,0,0,0,0,3,0,0,0,1,3,10KS0176MS
120128 ,KL ,470 ,MS ,5273 ,Agricultural & Applied Econ ,  ,  ,28,11,17,0,12,0,0,3,0,0,0,13,0,1,1,9,19,10KS5273MS
120128 ,KL ,470 ,PHD ,0176 ,Agr & Consumer Economics ,  ,  ,9,5,4,0,1,0,0,0,0,0,0,8,0,0,0,0,9,10KS0176PHD
120128 ,KL ,470 ,PHD ,5273 ,Agricultural & Applied Econ ,  ,  ,26,14,12,0,4,3,0,0,0,0,0,19,0,0,0,0,26,10KS5273PHD
120128 ,KL ,483 ,NDEG ,0067 ,Nondegree ,  ,  ,124,74,50,0,77,2,1,2,1,0,1,39,1,1,2,85,39,10KL0067NDEG
120128 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0006 ,"Companion,Rec,Lab An Sci ",7,1,6,0,6,0,0,0,0,0,1,0,0,0,1,7,0,10KL0006BS
120128 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0007 ,Food Animal Science ,3,2,1,0,2,0,0,1,0,0,0,0,0,0,0,3,0,10KL0007BS
120128 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0008 ,"Science, Biotech & Pre-VetMed ",17,2,15,0,13,1,0,3,0,0,0,0,0,0,1,17,0,10KL0008BS
120128 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5267 ,Technology and Management ,22,11,11,0,19,0,0,0,0,0,1,2,0,0,0,20,2,10KL0002BS
120128 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5268 ,Companion Animal & Equine Sci ,88,13,75,0,65,2,6,7,0,1,4,3,0,6,1,83,5,10KL0002BS
120128 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5269 ,"Science, Pre-Vet Med and Med ",361,61,300,0,273,23,16,35,0,0,10,2,2,19,6,343,18,10KL0002BS
120128 ,KL ,538 ,MS ,0002 ,Animal Sciences ,  ,  ,38,20,18,0,30,2,0,2,0,0,0,4,0,0,0,24,14,10KS0002MS
120128 ,KL ,538 ,MS ,4026 ,Bioinformatics ,5099 ,Animal Science ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10KS5099MS
120128 ,KL ,538 ,PHD ,0002 ,Animal Sciences ,  ,  ,51,33,18,0,21,0,0,1,0,0,0,29,0,0,0,13,38,10KS0002PHD
120128 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,129,42,87,0,60,24,6,8,0,1,2,28,0,6,2,96,33,10KL0038BS
120128 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0039 ,Food Industry and Business ,14,6,8,0,11,1,0,1,0,0,0,1,0,0,0,12,2,10KL0039BS
120128 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,112,16,96,0,65,19,9,9,0,0,0,10,0,10,0,96,16,10KL0040BS
120128 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0041 ,Dietetics ,96,6,90,0,68,9,1,7,0,0,3,7,1,2,1,84,12,10KL0041BS
120128 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0042 ,Hospitality Management ,78,28,50,0,47,6,1,8,0,0,6,10,0,4,2,66,12,10KL0042BS
120128 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,  ,  ,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,10KS0037MS
120128 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1PKS0037MS
120128 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,27,6,21,0,12,2,0,0,0,0,0,13,0,0,0,8,19,10KS0037MS
120128 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,8,0,8,0,2,0,0,0,0,0,0,6,0,0,0,2,6,10KS0037MS
120128 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,5166 ,Professional Science Masters ,13,3,10,0,2,3,0,0,0,0,0,8,0,0,0,3,10,1PKS0037MS
120128 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,  ,  ,12,5,7,0,6,0,1,0,0,0,0,5,0,1,0,4,8,10KS0037PHD
120128 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,17,7,10,0,5,1,0,0,0,0,0,11,0,0,0,3,14,10KS0037PHD
120128 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,9,1,8,0,0,2,0,0,0,0,0,7,0,0,0,1,8,10KS0037PHD
120128 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,  ,  ,201,183,18,0,127,21,10,22,1,1,5,13,1,11,2,183,18,10KL0025BS
120128 ,KL ,741 ,BSAG ,0029 ,Agr Engineering & Agr Science ,  ,  ,4,3,1,0,3,0,0,0,0,0,1,0,0,1,0,4,0,10KL0029BSAG
120128 ,KL ,741 ,BSAG ,5163 ,Agricultural & Biological Engr ,  ,  ,75,56,19,0,37,13,7,8,0,0,3,7,0,7,0,53,22,10KL5163BSAG
120128 ,KL ,741 ,MS ,0025 ,Technical Systems Management ,  ,  ,6,6,0,0,3,0,0,1,0,0,0,2,0,0,0,3,3,10KS0025MS
120128 ,KL ,741 ,MS ,0025 ,Technical Systems Management ,5166 ,Professional Science Masters ,7,6,1,0,2,1,2,0,0,0,0,2,0,2,0,5,2,1PKS0025MS
120128 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,5033 ,"Agr, Cons, Env Sci Communictn ",19,4,15,0,15,1,1,0,0,0,1,1,0,2,1,18,1,10KL5033BS
120128 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0049 ,Child and Adolescent Dev ,158,14,144,0,102,9,28,11,1,0,3,3,1,29,2,148,10,10KL0049BS
120128 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0050 ,Family Studies ,66,6,60,0,44,3,7,11,0,0,1,0,0,8,0,65,1,10KL0050BS
120128 ,KL ,793 ,MS ,0181 ,Agricultural Education ,  ,  ,5,1,4,0,5,0,0,0,0,0,0,0,0,0,0,5,0,10KS0181MS
120128 ,KL ,793 ,MS ,0183 ,Human & Community Development ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KS0183MS
120128 ,KL ,793 ,NONE ,0048 ,Human Development & Family St ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KL0048NONE
120128 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,  ,  ,14,2,12,0,9,1,2,1,0,0,1,0,0,2,0,4,10,10KS0183PHD
120128 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,5126 ,Human Development & Family St ,10,3,7,0,6,2,0,2,0,0,0,0,0,0,0,3,7,10KS0183PHD
120128 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0031 ,Agroecology ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10KL0031BS
120128 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0033 ,Crops ,29,23,6,0,28,0,0,0,1,0,0,0,0,0,1,29,0,10KL0033BS
120128 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0034 ,Crop Agribusiness ,43,38,5,0,43,0,0,0,0,0,0,0,0,0,0,42,1,10KL0034BS
120128 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0035 ,Plant Biotech & Molecular Bio ,33,22,11,0,25,0,2,0,0,0,1,5,0,3,0,28,5,10KL0035BS
120128 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0036 ,Biological Sciences ,6,4,2,0,3,2,1,0,0,0,0,0,0,1,0,4,2,10KL0036BS
120128 ,KL ,802 ,BS ,0030 ,Crop Sciences ,5123 ,Integrated Pest Management ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KL5123BS
120128 ,KL ,802 ,BS ,0063 ,Horticulture ,0064 ,Horticulture Science ,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,10KL0063BS
120128 ,KL ,802 ,BS ,0063 ,Horticulture ,0064 ,Horticulture Science ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KL0064BS
120128 ,KL ,802 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KL0063BS
120128 ,KL ,802 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,10KL0065BS
120128 ,KL ,802 ,BS ,0063 ,Horticulture ,5300 ,Sustainable Landscapes ,7,3,4,0,7,0,0,0,0,0,0,0,0,0,0,7,0,10KL0063BS
120128 ,KL ,802 ,BS ,0063 ,Horticulture ,5301 ,Specialty Crops ,19,12,7,0,14,2,0,2,0,0,0,0,1,0,0,18,1,10KL0063BS
120128 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,47,26,21,0,31,0,1,1,0,0,1,13,0,1,0,24,23,10KS0030MS
120128 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,4,3,1,0,3,0,0,1,0,0,0,0,0,0,0,1,3,10KS0030MSU
120128 ,KL ,802 ,MS ,4026 ,Bioinformatics ,5100 ,Crop Science ,6,2,4,0,2,2,0,0,0,0,0,2,0,0,0,1,5,10KS5100MS
120128 ,KL ,802 ,PHD ,0030 ,Crop Sciences ,  ,  ,64,47,17,0,33,2,0,2,0,0,0,27,0,0,0,24,40,10KS0030PHD
120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,  ,  ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KL0051BS
120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,38,23,15,0,33,2,0,1,0,0,1,1,0,1,1,37,1,10KL0051BS
120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,21,16,5,0,16,1,0,2,0,0,0,2,0,0,0,17,4,10KL0057BS
120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3871 ,Human Dimensions ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KL3871BS
120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3872 ,Resource Ecology ,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,10KL3872BS
120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3873 ,Soil and Water Science ,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,10KL3873BS
120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5239 ,Humn Dimnsns of the Environmnt ,73,30,43,0,50,5,3,7,0,0,1,7,0,4,0,64,9,10KL0051BS
120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5240 ,Resrce Cons & Restoration Ecol ,77,43,34,0,54,2,0,2,0,0,5,14,0,0,2,60,17,10KL0051BS
120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5241 ,Globl Chg & Landscape Dynamics ,25,11,14,0,14,3,1,1,0,0,0,6,0,1,0,18,7,10KL0051BS
120128 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,51,34,17,0,43,1,1,0,1,0,1,4,0,1,2,17,34,10KS0190MS
120128 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10KS0190MSU
120128 ,KL ,875 ,PHD ,0190 ,Natural Res & Env Sciences ,  ,  ,26,19,7,0,12,0,0,1,0,0,0,12,1,0,0,6,20,10KS0190PHD
120128 ,KL ,971 ,MS ,0191 ,Nutritional Sciences ,  ,  ,16,6,10,0,8,3,1,2,0,0,0,2,0,1,0,8,8,10KS0191MS
120128 ,KL ,971 ,PHD ,0191 ,Nutritional Sciences ,  ,  ,22,5,17,0,13,2,0,2,0,0,0,5,0,0,0,8,14,10KS0191PHD
120128 ,KL ,  ,  ,  ,"Agr, Cons, Env Sci ",  ,***College total*** ,3183,1485,1698,0,2076,250,142,190,5,3,60,443,14,160,30,2484,699, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,
120128 ,KM ,  ,  ,  ,Business ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120128 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,237,165,72,0,85,19,19,8,0,1,1,102,2,19,1,89,148,10KS9875MBA
120128 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,4064 ,MBA ,104,73,31,0,65,12,11,3,0,0,2,8,3,12,1,104,0,10KS4064MBA
120128 ,KM ,260 ,BS ,0075 ,Finance ,  ,  ,501,341,160,0,278,80,10,18,0,1,8,106,0,11,1,363,138,10KM0075BS
120128 ,KM ,260 ,MS ,0075 ,Finance ,  ,  ,130,67,63,0,7,4,0,0,0,0,0,118,1,0,0,4,126,10KS0075MSK
120128 ,KM ,260 ,PHD ,0075 ,Finance ,  ,  ,24,15,9,0,0,2,0,0,0,0,0,22,0,0,0,1,23,10KS0075PHD
120128 ,KM ,346 ,BS ,0071 ,Accountancy ,  ,  ,962,514,448,0,474,171,31,57,1,1,7,217,3,32,4,691,271,10KM0071BS
120128 ,KM ,346 ,MAS ,0071 ,Accountancy ,  ,  ,245,140,105,0,141,43,3,12,0,0,0,46,0,3,0,179,66,10KS0071MAS
120128 ,KM ,346 ,MAS ,0071 ,Accountancy ,5101 ,Taxation ,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,10KS0071MAS
120128 ,KM ,346 ,MS ,0071 ,Accountancy ,  ,  ,136,22,114,0,4,2,0,0,0,0,1,128,1,0,0,3,133,10KS0071MSK
120128 ,KM ,346 ,MS ,5187 ,Taxation ,  ,  ,31,8,23,0,14,6,1,4,0,0,3,2,1,2,0,27,4,10KS5187MSK2
120128 ,KM ,346 ,PHD ,0071 ,Accountancy ,  ,  ,21,13,8,0,15,0,0,1,0,0,1,3,1,0,1,6,15,10KS0071PHD
120128 ,KM ,902 ,BS ,0079 ,Business Administration ,0081 ,Organizational Administration ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KM0081BS
120128 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,105,33,72,0,68,12,5,9,0,0,2,8,1,6,0,88,17,10KM1432BS
120128 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,93,39,54,0,66,8,6,8,0,0,2,3,0,6,0,83,10,10KM8037BS
120128 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,22,21,1,0,16,3,1,1,0,0,0,1,0,1,0,20,2,10KM5070BS
120128 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,12,7,5,0,10,1,0,1,0,0,0,0,0,0,0,11,1,10KM8037BS
120128 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,15,8,7,0,11,3,0,1,0,0,0,0,0,0,0,13,2,10KM5071BS
120128 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,43,25,18,0,33,5,1,1,0,0,1,2,0,2,0,40,3,10KM8037BS
120128 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,23,16,7,0,16,1,1,2,0,0,0,3,0,1,0,17,6,10KM5072BS
120128 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,9,3,6,0,5,3,1,0,0,0,0,0,0,1,0,7,2,10KM8037BS
120128 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,16,9,7,0,8,1,2,4,0,0,1,0,0,2,1,16,0,10KM5073BS
120128 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,5,1,4,0,1,0,2,0,0,0,0,2,0,2,0,3,2,10KM8037BS
120128 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,29,12,17,0,18,6,1,2,0,0,0,2,0,1,0,27,2,10KM5073BS
120128 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,14,4,10,0,8,1,1,2,0,0,1,1,0,1,0,13,1,10KM8037BS
120128 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,35,20,15,0,27,3,2,1,0,0,1,1,0,2,0,33,2,10KM5073BS
120128 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,12,4,8,0,8,0,2,2,0,0,0,0,0,2,0,11,1,10KM8037BS
120128 ,KM ,902 ,MS ,5148 ,Technology Management ,  ,  ,102,69,33,0,7,15,3,0,0,0,0,75,2,3,0,17,85,10KS5148MSK
120128 ,KM ,902 ,PHD ,0079 ,Business Administration ,  ,  ,46,24,22,0,7,3,2,0,0,0,0,34,0,2,0,1,45,10KS0079PHD
120128 ,KM ,938 ,MBA ,9875 ,Business Administration (MBA) ,3924 ,Executive Program ,60,44,16,0,35,12,9,2,0,0,1,0,1,10,2,57,3,10KS3924MBA2
120128 ,KM ,952 ,NDEG ,0067 ,Nondegree ,  ,  ,83,53,30,0,0,0,0,0,0,0,0,82,1,0,0,0,83,10KM0067NDEG
120128 ,KM ,952 ,NONE ,0070 ,Curric Unassigned ,  ,  ,924,534,390,0,533,148,35,77,0,2,20,102,7,44,6,716,208,10KM0070NONE
120128 ,KM ,  ,  ,  ,Business ,  ,***College total*** ,4042,2285,1757,0,1962,564,149,216,1,5,52,1069,24,165,17,2642,1400, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,
120128 ,KN ,  ,  ,  ,Education ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120128 ,KN ,335 ,NDEG ,0067 ,Nondegree ,  ,  ,6,0,6,0,4,0,0,2,0,0,0,0,0,0,1,6,0,10KN0067NDEG
120128 ,KN ,335 ,NONE ,4089 ,Pre-Early Chld/Elem Ed/Spec Ed ,  ,  ,260,15,245,0,183,26,9,26,0,1,9,3,3,11,3,251,9,10KN4089NONE
120128 ,KN ,570 ,BS ,0093 ,Special Education ,  ,  ,80,7,73,0,70,4,1,3,0,0,2,0,0,1,1,80,0,10KN0093BS
120128 ,KN ,570 ,CAS ,0093 ,Special Education ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0093CAS
120128 ,KN ,570 ,EDM ,0093 ,Special Education ,  ,  ,34,4,30,0,25,1,3,2,0,0,0,2,1,3,0,26,8,10KS0093EDM
120128 ,KN ,570 ,MS ,0093 ,Special Education ,  ,  ,3,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,1,10KS0093MS
120128 ,KN ,570 ,NDEG ,0093 ,Special Education ,  ,  ,5,2,3,0,5,0,0,0,0,0,0,0,0,0,0,4,1,10KS0093NDEG
120128 ,KN ,570 ,PHD ,0093 ,Special Education ,  ,  ,24,2,22,0,18,0,2,2,0,0,0,2,0,2,0,13,11,10KS0093PHD
120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3957 ,ECh: Anthropology ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3957BS
120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3966 ,ECh: Geography ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KN3966BS
120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3967 ,ECh: History ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,2,0,10KN3967BS
120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3968 ,ECh: Language arts ,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,4,0,10KN3968BS
120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3969 ,ECh: Linguistics ,4,1,3,0,3,0,0,0,0,0,0,1,0,0,0,3,1,10KN3969BS
120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3970 ,ECh: Mathematics ,3,0,3,0,1,1,0,0,0,1,0,0,0,0,0,3,0,10KN3970BS
120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3975 ,ECh: Psychology ,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,10KN3975BS
120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3976 ,ECh: Sociology ,3,0,3,0,1,0,2,0,0,0,0,0,0,2,0,3,0,10KN3976BS
120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4014 ,ECh: Spanish ,6,0,6,0,4,0,1,1,0,0,0,0,0,1,0,6,0,10KN4014BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3936 ,EIEd: Anthropology ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3936BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3939 ,EIEd: Biology ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10KN3939BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3942 ,EIEd: Earth Science ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3942BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3946 ,EIEd: History ,12,3,9,0,9,0,1,2,0,0,0,0,0,1,0,10,2,10KN3946BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3947 ,EIEd: Language Arts ,65,3,62,0,49,6,3,2,1,0,3,0,1,4,3,65,0,10KN3947BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3949 ,EIEd: Mathematics ,88,9,79,0,70,10,0,4,0,0,4,0,0,1,0,85,3,10KN3949BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3950 ,EIEd: Music ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KN3950BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3953 ,EIEd: Political Science ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3953BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3954 ,ElEd: Psychology ,9,0,9,0,7,0,0,1,0,0,0,1,0,0,0,8,1,10KN3954BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3955 ,ElEd: Sociology ,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10KN3955BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3956 ,EIEd: Theatre ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KN3956BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3996 ,EIEd: French ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3996BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3997 ,EIEd: German ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3997BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,4004 ,EIEd: Spanish ,34,3,31,0,30,1,1,2,0,0,0,0,0,1,0,33,1,10KN4004BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,5193 ,General Sciences ,15,1,14,0,14,0,0,1,0,0,0,0,0,0,0,15,0,10KN5193BS
120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,5194 ,ESL/Bilingual Education ,8,0,8,0,6,1,0,0,0,0,0,1,0,0,0,7,1,10KN5194BS
120128 ,KN ,613 ,CAS ,1144 ,Curriculum and Instruction ,  ,  ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10KS1144CAS
120128 ,KN ,613 ,EDD ,1144 ,Curriculum and Instruction ,  ,  ,5,2,3,0,2,1,1,0,1,0,0,0,0,1,1,4,1,10KS1144EDD
120128 ,KN ,613 ,EDM ,0095 ,Elementary Education ,  ,  ,15,2,13,0,6,4,2,3,0,0,0,0,0,4,0,14,1,10KS0095EDM
