Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,
120218 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,  ,  ,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10KS0037MS
120218 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,  ,  ,56,16,38,2,40,9,1,2,0,0,1,1,2,1,0,0,10,23,33,10KS0037MSU
120218 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,18,9,9,0,6,1,0,2,0,0,1,8,0,0,1,0,2,6,12,10KS0037MS
120218 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,15,3,12,0,5,2,0,3,0,0,0,5,0,0,0,0,2,10,5,10KS0037MS
120218 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,5166 ,Professional Science Masters ,7,1,6,0,1,0,0,0,0,0,1,5,0,0,0,0,1,2,5,1PKS0037MS
120218 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,31,16,15,0,2,1,0,0,0,0,0,28,0,0,0,0,1,4,27,10KS0037PHD
120218 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,15,4,11,0,3,0,0,0,0,0,0,11,1,0,0,0,0,2,13,10KS0037PHD
120218 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,  ,  ,149,120,29,0,71,9,19,42,0,0,4,4,0,20,1,1,14,140,9,10KL0025BS
120218 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,  ,  ,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,10KL8037BS
120218 ,KL ,741 ,BS ,6028 ,Engr Tech & Mgmt for Ag Sys ,6002 ,Ag Production & Processing ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KL6028BS
120218 ,KL ,741 ,BS ,6028 ,Engr Tech & Mgmt for Ag Sys ,6003 ,Construction Management ,16,16,0,0,11,1,2,2,0,0,0,0,0,2,0,0,1,14,2,10KL6028BS
120218 ,KL ,741 ,BS ,6028 ,Engr Tech & Mgmt for Ag Sys ,6004 ,Digital & Precision Ag ,6,6,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,5,1,10KL6028BS
120218 ,KL ,741 ,BS ,6028 ,Engr Tech & Mgmt for Ag Sys ,6005 ,Energy and the Environment ,5,3,2,0,1,2,0,2,0,0,0,0,0,0,0,0,2,5,0,10KL6028BS
120218 ,KL ,741 ,BSAG ,5163 ,Agricultural & Biological Engr ,  ,  ,34,20,14,0,20,4,1,4,0,0,0,4,1,2,0,0,4,22,12,10KL5163BSAG
120218 ,KL ,741 ,MS ,0025 ,Technical Systems Management ,  ,  ,10,6,4,0,7,0,1,1,0,0,0,1,0,1,0,0,1,8,2,10KS0025MS
120218 ,KL ,741 ,MS ,0025 ,Technical Systems Management ,5166 ,Professional Science Masters ,4,3,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,2,1PKS0025MS
120218 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,  ,  ,35,1,34,0,17,1,3,14,0,0,0,0,0,3,0,0,1,34,1,10KL0048BS
120218 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0049 ,Child and Adolescent Dev ,160,9,151,0,50,8,34,64,0,0,3,0,1,39,3,1,10,154,6,10KL0049BS
120218 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0050 ,Family Studies ,57,5,52,0,27,2,9,19,0,0,0,0,0,10,0,0,2,57,0,10KL0050BS
120218 ,KL ,793 ,NONE ,0048 ,Human Development & Family St ,  ,  ,4,2,2,0,1,0,1,2,0,0,0,0,0,2,1,0,0,4,0,10KL0048NONE
120218 ,KL ,793 ,PHD ,5577 ,Human Dvlpmt & Family Studies ,  ,  ,31,4,27,0,5,1,2,9,0,0,1,13,0,4,0,0,2,6,25,10KS5577PHD
120218 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0031 ,Agroecology ,11,4,7,0,7,0,0,2,0,0,0,2,0,0,1,0,0,10,1,10KL0031BS
120218 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0031 ,Agroecology ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KL8037BS
120218 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0032 ,Plant Protection ,4,3,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,10KL0032BS
120218 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0033 ,Crops ,13,8,5,0,11,1,0,1,0,0,0,0,0,0,0,0,1,12,1,10KL0033BS
120218 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0034 ,Crop Agribusiness ,18,11,7,0,13,0,0,3,0,0,1,1,0,0,0,0,1,17,1,10KL0034BS
120218 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0035 ,Plant Biotech & Molecular Bio ,31,16,15,0,20,3,1,3,0,0,1,2,1,1,1,0,4,27,4,10KL0035BS
120218 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0036 ,Biological Sciences ,5,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,10KL0036BS
120218 ,KL ,802 ,BS ,0030 ,Crop Sciences ,5560 ,Horticultural Food Systems ,7,4,3,0,3,1,1,2,0,0,0,0,0,1,1,0,1,6,1,10KL5560BS
120218 ,KL ,802 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KL0063BSX
120218 ,KL ,802 ,BS ,5461 ,Plant Biotechnology ,  ,  ,12,3,9,0,7,1,0,1,0,0,1,2,0,0,0,0,2,9,3,10KL5461BS
120218 ,KL ,802 ,BS ,5623 ,Computer Science&Crop Sciences ,  ,  ,15,9,6,0,6,5,0,0,0,0,0,3,1,0,0,0,5,10,5,10KL5623BS
120218 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,23,13,10,0,14,0,0,4,0,0,0,5,0,0,0,0,0,9,14,10KS0030MS
120218 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,29,13,15,1,19,0,0,2,0,0,2,1,5,0,1,0,1,10,19,10KS0030MSU
