Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois
120058 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0006 ,"Companion,Rec,Lab An Sci ",115,17,98,0,104,7,3,1,0,0,0,114,1,10KL0006BS,,,,,
120058 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0007 ,Food Animal Science ,26,11,15,0,26,0,0,0,0,0,0,26,0,10KL0007BS,,,,,
120058 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0008 ,"Science, Biotech & Pre-VetMed ",342,84,258,0,293,12,8,19,0,3,7,331,11,10KL0008BS,,,,,
120058 ,KL ,538 ,MS ,0002 ,Animal Sciences ,  ,  ,54,17,37,0,44,2,0,1,0,7,0,39,15,10KS0002MS,,,,,
120058 ,KL ,538 ,PHD ,0002 ,Animal Sciences ,  ,  ,37,20,17,0,20,2,0,1,0,14,0,12,25,10KS0002PHD,,,,,
120058 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,54,22,32,0,31,12,4,1,0,6,0,47,7,10KL0038BS,,,,,
120058 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0039 ,Food Industry and Business ,37,20,17,0,30,1,5,0,0,1,0,36,1,10KL0039BS,,,,,
120058 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,90,20,70,0,64,18,4,3,0,0,1,86,4,10KL0040BS,,,,,
120058 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0041 ,Dietetics ,107,1,106,0,90,11,2,3,0,1,0,101,6,10KL0041BS,,,,,
120058 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0042 ,Hospitality Management ,106,36,70,0,82,11,2,5,0,5,1,100,6,10KL0042BS,,,,,
120058 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,  ,  ,19,2,17,0,7,3,1,0,0,8,0,8,11,10KS0037MS,,,,,
120058 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,  ,  ,27,8,19,0,9,1,0,1,0,16,0,7,20,10KS0037PHD,,,,,
120058 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,  ,  ,56,52,4,0,49,0,2,3,0,2,0,54,2,10KL0025BS,,,,,
120058 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,0026 ,Production Systems ,4,4,0,0,4,0,0,0,0,0,0,4,0,10KL0026BS,,,,,
120058 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,0027 ,Environmental Systems ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KL0027BS,,,,,
120058 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,0028 ,"Mech, Mrktg & Tech Mgt Sys ",31,29,2,0,28,0,0,3,0,0,0,31,0,10KL0028BS,,,,,
120058 ,KL ,741 ,BSAG ,0029 ,Agr Engineering & Agr Science ,  ,  ,37,34,3,0,33,2,0,1,0,1,0,36,1,10KL0029BSAG,,,,,
120058 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,0044 ,Agricultural Communications ,52,10,42,0,43,0,6,2,0,0,1,51,1,10KL0044BS,,,,,
120058 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,0045 ,Environ Educ & Communications ,9,3,6,0,9,0,0,0,0,0,0,9,0,10KL0045BS,,,,,
120058 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,0046 ,Agricultural Leadership ,11,5,6,0,9,0,2,0,0,0,0,11,0,10KL0046BS,,,,,
120058 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,0047 ,Agricultural Education ,31,12,19,0,31,0,0,0,0,0,0,31,0,10KL0047BS,,,,,
120058 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0049 ,Child and Adolescent Dev ,148,5,143,0,120,6,11,7,0,0,4,145,3,10KL0049BS,,,,,
120058 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0050 ,Family Studies ,68,8,59,1,57,6,2,3,0,0,0,67,1,10KL0050BS,,,,,
120058 ,KL ,793 ,MS ,0181 ,Agricultural Education ,  ,  ,7,1,6,0,6,0,0,0,0,1,0,5,2,10KS0181MS,,,,,
120058 ,KL ,793 ,MS ,0183 ,Human & Community Development ,  ,  ,7,0,7,0,7,0,0,0,0,0,0,5,2,10KS0183MS,,,,,
120058 ,KL ,793 ,NDEG ,0183 ,Human & Community Development ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,2,0,10KS0183NDEG,,,,,
120058 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,  ,  ,22,4,18,0,8,3,4,1,0,6,0,4,18,10KS0183PHD,,,,,
120058 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0031 ,Agroecology ,2,2,0,0,2,0,0,0,0,0,0,2,0,10KL0031BS,,,,,
120058 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0033 ,Crops ,24,20,4,0,23,1,0,0,0,0,0,23,1,10KL0033BS,,,,,
120058 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0034 ,Crop Agribusiness ,29,28,1,0,28,0,0,0,0,1,0,28,1,10KL0034BS,,,,,
120058 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0035 ,Plant Biotech & Molecular Bio ,27,15,11,1,23,2,1,1,0,0,0,23,4,10KL0035BS,,,,,
120058 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0036 ,Biological Sciences ,12,4,8,0,8,0,1,3,0,0,0,12,0,10KL0036BS,,,,,
120058 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,31,11,20,0,19,1,0,0,0,11,0,16,15,10KS0030MS,,,,,
120058 ,KL ,802 ,PHD ,0030 ,Crop Sciences ,  ,  ,24,17,7,0,11,1,0,0,0,11,1,5,19,10KS0030PHD,,,,,
120058 ,KL ,875 ,BS ,0023 ,Forestry ,0062 ,Urban Forestry ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KL0062BS,,,,,
120058 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0052 ,Biological Sciences ,10,7,3,0,8,1,0,1,0,0,0,10,0,10KL0052BS,,,,,
120058 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0053 ,Social Science ,6,2,4,0,6,0,0,0,0,0,0,5,1,10KL0053BS,,,,,
120058 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0056 ,Environmental Soil & Water Sci ,2,0,2,0,2,0,0,0,0,0,0,2,0,10KL0056BS,,,,,
120058 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,73,54,19,0,66,2,0,1,0,0,4,72,1,10KL0057BS,,,,,
120058 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3870 ,Forest Science ,18,16,2,0,16,0,0,1,0,1,0,17,1,10KL3870BS,,,,,
120058 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3871 ,Human Dimensions ,31,10,21,0,28,2,0,0,0,0,1,30,1,10KL3871BS,,,,,
120058 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3872 ,Resource Ecology ,44,27,17,0,38,3,1,0,1,0,1,42,2,10KL3872BS,,,,,
120058 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3873 ,Soil and Water Science ,12,6,6,0,11,1,0,0,0,0,0,12,0,10KL3873BS,,,,,
120058 ,KL ,875 ,BS ,0063 ,Horticulture ,0064 ,Horticulture Science ,12,10,2,0,10,2,0,0,0,0,0,12,0,10KL0064BS,,,,,
120058 ,KL ,875 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,54,34,20,0,49,0,0,3,0,0,2,53,1,10KL0065BS,,,,,
120058 ,KL ,875 ,BS ,0063 ,Horticulture ,0066 ,Urban Forestry ,6,4,2,0,6,0,0,0,0,0,0,6,0,10KL0066BS,,,,,
120058 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,56,25,31,0,43,3,1,0,0,9,0,27,29,10KS0190MS,,,,,
120058 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0190MSX,,,,,
120058 ,KL ,875 ,NDEG ,0190 ,Natural Res & Env Sciences ,  ,  ,5,3,2,0,4,1,0,0,0,0,0,5,0,10KS0190NDEG,,,,,
120058 ,KL ,875 ,PHD ,0190 ,Natural Res & Env Sciences ,  ,  ,32,20,12,0,16,2,0,0,0,14,0,12,20,10KS0190PHD,,,,,
120058 ,KL ,971 ,MS ,0191 ,Nutritional Sciences ,  ,  ,25,2,23,0,18,2,0,1,0,4,0,15,10,10KS0191MS,,,,,
120058 ,KL ,971 ,PHD ,0191 ,Nutritional Sciences ,  ,  ,28,8,20,0,13,1,1,2,0,11,0,10,18,10KS0191PHD,,,,,
120058 ,KL ,  ,  ,  ,"Agr, Cons, Env Sci ",  ,***College total*** ,2729,1162,1563,4,2157,164,91,88,1,198,30,2377,352, ,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,
120058 ,KM ,  ,  ,  ,Business ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , ,,,,,
120058 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,182,127,55,0,51,14,8,3,1,97,8,65,117,10KS9875MBA,,,,,
120058 ,KM ,260 ,BS ,0075 ,Finance ,  ,  ,7,4,3,0,5,0,0,0,0,1,1,5,2,10KM0075BS,,,,,
120058 ,KM ,260 ,BS ,0075 ,Finance ,0076 ,"Bus Finance, Inv & Fin Inst ",796,567,228,1,531,136,26,41,1,46,15,697,99,10KM0076BS,,,,,
120058 ,KM ,260 ,MS ,0075 ,Finance ,  ,  ,2,1,1,0,0,0,0,0,0,2,0,0,2,10KS0075MS,,,,,
120058 ,KM ,260 ,MS ,0075 ,Finance ,3927 ,International Program ,75,39,34,2,5,4,2,1,0,53,10,8,67,10KS3927MS,,,,,
120058 ,KM ,260 ,PHD ,0075 ,Finance ,  ,  ,16,11,5,0,6,0,0,0,0,10,0,1,15,10KS0075PHD,,,,,
120058 ,KM ,346 ,BS ,0071 ,Accountancy ,  ,  ,848,482,365,1,516,129,40,48,2,100,13,692,156,10KM0071BS,,,,,
120058 ,KM ,346 ,BS ,0071 ,Accountancy ,0072 ,Accountancy (BS/Master Prg) ,85,42,43,0,56,17,2,3,0,6,1,72,13,10KM0072BS,,,,,
120058 ,KM ,346 ,MAS ,0071 ,Accountancy ,  ,  ,112,65,47,0,77,14,1,4,0,12,4,95,17,10KS0071MAS,,,,,
120058 ,KM ,346 ,MS ,0071 ,Accountancy ,0193 ,Tax ,36,18,18,0,20,14,0,2,0,0,0,33,3,10KS0193MS,,,,,
120058 ,KM ,346 ,MS ,0071 ,Accountancy ,0193 ,Tax ,20,10,9,1,13,1,2,1,0,0,3,20,0,10KS0193MS2,,,,,
120058 ,KM ,346 ,MS ,0071 ,Accountancy ,3928 ,International Program ,80,30,50,0,5,6,0,0,0,64,5,8,72,10KS3928MS,,,,,
120058 ,KM ,346 ,NDEG ,0071 ,Accountancy ,0073 ,Accountancy Postb ,56,26,30,0,43,6,0,2,0,4,1,50,6,10KM0073NDEG,,,,,
120058 ,KM ,346 ,PHD ,0071 ,Accountancy ,  ,  ,24,14,10,0,10,2,1,0,0,11,0,4,20,10KS0071PHD,,,,,
120058 ,KM ,902 ,BS ,0079 ,Business Administration ,0080 ,Marketing ,453,179,274,0,304,54,23,40,1,26,5,398,55,10KM0080BS,,,,,
120058 ,KM ,902 ,BS ,0079 ,Business Administration ,0081 ,Organizational Administration ,98,40,58,0,73,13,5,5,0,2,0,90,8,10KM0081BS,,,,,
120058 ,KM ,902 ,BS ,0079 ,Business Administration ,0082 ,Production ,2,1,1,0,1,0,0,0,0,1,0,1,1,10KM0082BS,,,,,
120058 ,KM ,902 ,BS ,0079 ,Business Administration ,0083 ,Management Science ,62,40,22,0,37,10,4,5,0,5,1,52,10,10KM0083BS,,,,,
120058 ,KM ,902 ,BS ,0079 ,Business Administration ,0084 ,Industrial Distribution Mgt ,28,21,7,0,18,4,0,1,0,5,0,20,8,10KM0084BS,,,,,
120058 ,KM ,902 ,BS ,0079 ,Business Administration ,0085 ,Management Info Systems ,84,59,25,0,48,14,8,6,0,8,0,67,17,10KM0085BS,,,,,
120058 ,KM ,902 ,BS ,0079 ,Business Administration ,0086 ,Entrepreneurship ,114,86,28,0,70,12,18,4,0,7,3,101,13,10KM0086BS,,,,,
120058 ,KM ,902 ,BS ,0079 ,Business Administration ,0087 ,Food and Agribusiness Mgt ,3,2,1,0,2,1,0,0,0,0,0,2,1,10KM0087BS,,,,,
120058 ,KM ,902 ,MS ,0079 ,Business Administration ,3926 ,International Managers Program ,14,10,4,0,0,0,0,0,0,14,0,0,14,10KS3926MS,,,,,
120058 ,KM ,902 ,MS ,0079 ,Business Administration ,4063 ,Technology Mangement ,41,25,16,0,0,1,0,0,0,38,2,0,41,10KS4063MS,,,,,
120058 ,KM ,902 ,PHD ,0079 ,Business Administration ,  ,  ,53,27,26,0,13,4,0,2,0,34,0,5,48,10KS0079PHD,,,,,
120058 ,KM ,938 ,MBA ,9875 ,Business Administration (MBA) ,3924 ,Executive Program ,56,44,12,0,39,6,4,2,1,1,3,52,4,10KS3924MBA2,,,,,
120058 ,KM ,952 ,BS ,0074 ,Economics ,  ,  ,16,12,4,0,8,5,0,1,0,2,0,13,3,10KM0074BS,,,,,
120058 ,KM ,952 ,NDEG ,0067 ,Nondegree ,  ,  ,34,18,16,0,1,0,0,0,0,32,1,1,33,10KM0067NDEG,,,,,
120058 ,KM ,952 ,NONE ,0070 ,Curric Unassigned ,  ,  ,363,220,142,1,250,47,18,23,1,19,5,322,41,10KM0070NONE,,,,,
120058 ,KM ,  ,  ,  ,Business ,  ,***College total*** ,3760,2220,1534,6,2202,514,162,194,7,600,81,2874,886, ,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,
120058 ,KN ,  ,  ,  ,Education ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , ,,,,,
120058 ,KN ,335 ,BS ,0092 ,Education General ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KN0092BS,,,,,
120058 ,KN ,335 ,NDEG ,0067 ,Nondegree ,  ,  ,6,1,5,0,1,0,0,0,0,5,0,1,5,10KN0067NDEG,,,,,
120058 ,KN ,335 ,NONE ,0092 ,Education General ,  ,  ,284,31,252,1,222,14,14,25,3,2,4,279,5,10KN0092NONE,,,,,
120058 ,KN ,570 ,BS ,0093 ,Special Education ,  ,  ,76,4,72,0,71,1,3,0,0,0,1,75,1,10KN0093BS,,,,,
120058 ,KN ,570 ,CAS ,0093 ,Special Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0093CAS,,,,,
120058 ,KN ,570 ,EDM ,0093 ,Special Education ,  ,  ,32,1,31,0,20,3,3,3,0,2,1,28,4,10KS0093EDM,,,,,
120058 ,KN ,570 ,MA ,0093 ,Special Education ,  ,  ,6,0,6,0,4,1,0,0,0,1,0,5,1,10KS0093MA,,,,,
120058 ,KN ,570 ,MS ,0093 ,Special Education ,  ,  ,11,2,9,0,9,1,0,0,0,1,0,8,3,10KS0093MS,,,,,
120058 ,KN ,570 ,PHD ,0093 ,Special Education ,  ,  ,31,8,23,0,16,1,1,0,0,13,0,16,15,10KS0093PHD,,,,,
120058 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3963 ,ECh: Earth Science ,2,0,2,0,1,1,0,0,0,0,0,2,0,10KN3963BS,,,,,
120058 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3966 ,ECh: Geography ,1,0,1,0,0,0,0,1,0,0,0,1,0,10KN3966BS,,,,,
120058 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3967 ,ECh: History ,3,0,3,0,3,0,0,0,0,0,0,3,0,10KN3967BS,,,,,
120058 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3968 ,ECh: Language arts ,14,0,14,0,12,1,0,1,0,0,0,14,0,10KN3968BS,,,,,
120058 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3970 ,ECh: Mathematics ,7,1,6,0,7,0,0,0,0,0,0,6,1,10KN3970BS,,,,,
120058 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3971 ,ECh: Music ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN3971BS,,,,,
120058 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3975 ,ECh: Psychology ,18,1,17,0,15,1,0,0,0,2,0,15,3,10KN3975BS,,,,,
120058 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3976 ,ECh: Sociology ,3,0,3,0,3,0,0,0,0,0,0,3,0,10KN3976BS,,,,,
120058 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4010 ,ECh: Italian ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN4010BS,,,,,
120058 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4014 ,ECh: Spanish ,8,0,8,0,3,2,0,2,1,0,0,8,0,10KN4014BS,,,,,
120058 ,KN ,613 ,BS ,0095 ,Elementary Education ,3939 ,EIEd: Biology ,3,1,2,0,3,0,0,0,0,0,0,3,0,10KN3939BS,,,,,
120058 ,KN ,613 ,BS ,0095 ,Elementary Education ,3940 ,EIEd: Chemisty ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KN3940BS,,,,,
120058 ,KN ,613 ,BS ,0095 ,Elementary Education ,3941 ,EIEd: Dance ,1,0,1,0,0,1,0,0,0,0,0,1,0,10KN3941BS,,,,,
120058 ,KN ,613 ,BS ,0095 ,Elementary Education ,3942 ,EIEd: Earth Science ,4,0,4,0,4,0,0,0,0,0,0,4,0,10KN3942BS,,,,,
120058 ,KN ,613 ,BS ,0095 ,Elementary Education ,3945 ,EIEd: Geography ,5,3,2,0,4,1,0,0,0,0,0,5,0,10KN3945BS,,,,,
120058 ,KN ,613 ,BS ,0095 ,Elementary Education ,3946 ,EIEd: History ,19,3,16,0,18,1,0,0,0,0,0,19,0,10KN3946BS,,,,,
120058 ,KN ,613 ,BS ,0095 ,Elementary Education ,3947 ,EIEd: Language Arts ,58,1,57,0,48,1,7,2,0,0,0,57,1,10KN3947BS,,,,,
120058 ,KN ,613 ,BS ,0095 ,Elementary Education ,3949 ,EIEd: Mathematics ,94,6,88,0,71,17,2,4,0,0,0,91,3,10KN3949BS,,,,,
120058 ,KN ,613 ,BS ,0095 ,Elementary Education ,3953 ,EIEd: Political Science ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN3953BS,,,,,
120058 ,KN ,613 ,BS ,0095 ,Elementary Education ,3954 ,ElEd: Psychology ,41,2,39,0,36,1,2,0,0,0,2,40,1,10KN3954BS,,,,,
120058 ,KN ,613 ,BS ,0095 ,Elementary Education ,3955 ,ElEd: Sociology ,16,1,15,0,14,1,1,0,0,0,0,16,0,10KN3955BS,,,,,
120058 ,KN ,613 ,BS ,0095 ,Elementary Education ,3996 ,EIEd: French ,4,0,4,0,4,0,0,0,0,0,0,4,0,10KN3996BS,,,,,
120058 ,KN ,613 ,BS ,0095 ,Elementary Education ,4004 ,EIEd: Spanish ,55,2,53,0,46,2,1,5,0,0,1,54,1,10KN4004BS,,,,,
120058 ,KN ,613 ,CAS ,0095 ,Elementary Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0095CAS,,,,,
120058 ,KN ,613 ,EDD ,0095 ,Elementary Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0095EDD,,,,,
120058 ,KN ,613 ,EDD ,0215 ,Secondary & Continuing Educ ,  ,  ,3,1,2,0,1,0,2,0,0,0,0,2,1,10KS0215EDD,,,,,
120058 ,KN ,613 ,EDM ,0094 ,Early Childhood Education ,0212 ,Teacher Certification ,2,0,2,0,2,0,0,0,0,0,0,2,0,10KS0212EDM,,,,,
120058 ,KN ,613 ,EDM ,0095 ,Elementary Education ,  ,  ,30,0,30,0,21,0,3,1,0,3,2,26,4,10KS0095EDM,,,,,
120058 ,KN ,613 ,EDM ,0095 ,Elementary Education ,0211 ,Elementary Ed - Cert ,15,4,11,0,11,2,2,0,0,0,0,15,0,10KS0211EDM,,,,,
120058 ,KN ,613 ,EDM ,0208 ,Education ,8542 ,Elementary & Early Childhd Ed ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS8542EDM,,,,,
120058 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,  ,  ,9,3,6,0,5,0,1,0,0,3,0,6,3,10KS0215EDM,,,,,
120058 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,0216 ,English Certification ,5,2,3,0,5,0,0,0,0,0,0,4,1,10KS0216EDM,,,,,
120058 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,0217 ,Social Studies Certification ,7,5,2,0,6,0,0,0,0,0,1,7,0,10KS0217EDM,,,,,
120058 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,0218 ,Sciences Certification ,11,5,6,0,8,1,1,1,0,0,0,11,0,10KS0218EDM,,,,,
120058 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,0219 ,Mathematics Certification ,7,5,2,0,6,0,0,1,0,0,0,6,1,10KS0219EDM,,,,,
120058 ,KN ,613 ,MA ,0095 ,Elementary Education ,  ,  ,10,0,10,0,1,2,0,0,0,6,1,5,5,10KS0095MA,,,,,
120058 ,KN ,613 ,MS ,0095 ,Elementary Education ,  ,  ,6,2,4,0,3,0,0,1,0,2,0,3,3,10KS0095MS,,,,,
120058 ,KN ,613 ,MS ,0215 ,Secondary & Continuing Educ ,  ,  ,3,2,1,0,1,1,1,0,0,0,0,3,0,10KS0215MS,,,,,
120058 ,KN ,613 ,PHD ,0095 ,Elementary Education ,  ,  ,43,10,33,0,10,0,2,1,0,29,1,13,30,10KS0095PHD,,,,,
120058 ,KN ,613 ,PHD ,0215 ,Secondary & Continuing Educ ,  ,  ,67,25,42,0,19,2,5,1,0,39,1,16,51,10KS0215PHD,,,,,
120058 ,KN ,616 ,EDM ,0210 ,Educational Psychology ,  ,  ,1,0,1,0,0,0,0,0,0,1,0,0,1,10KS0210EDM,,,,,
120058 ,KN ,616 ,MA ,0210 ,Educational Psychology ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0210MA,,,,,
120058 ,KN ,616 ,NDEG ,0210 ,Educational Psychology ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,2,0,10KS0210NDEG,,,,,
120058 ,KN ,616 ,PHD ,0208 ,Education ,1197 ,Educational Psychology ,1,0,1,0,0,0,0,0,0,1,0,0,1,10KS1197PHD,,,,,
120058 ,KN ,616 ,PHD ,0210 ,Educational Psychology ,  ,  ,120,34,86,0,44,5,9,6,0,55,1,28,92,10KS0210PHD,,,,,
120058 ,KN ,640 ,EDD ,0220 ,Educational Policy Studies ,  ,  ,3,1,2,0,0,0,0,1,0,2,0,0,3,10KS0220EDD,,,,,
120058 ,KN ,640 ,EDM ,0220 ,Educational Policy Studies ,  ,  ,6,2,4,0,1,1,2,1,1,0,0,4,2,10KS0220EDM,,,,,
120058 ,KN ,640 ,MA ,0220 ,Educational Policy Studies ,  ,  ,36,13,23,0,10,3,9,9,2,3,0,19,17,10KS0220MA,,,,,
120058 ,KN ,640 ,NDEG ,0220 ,Educational Policy Studies ,  ,  ,1,0,1,0,0,0,1,0,0,0,0,1,0,10KS0220NDEG,,,,,
120058 ,KN ,640 ,PHD ,0220 ,Educational Policy Studies ,  ,  ,89,25,64,0,21,6,25,17,3,14,3,45,44,10KS0220PHD,,,,,
120058 ,KN ,674 ,CAS ,0208 ,Education ,8541 ,Educ Organization & Ldrshp ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS8541CAS,,,,,
120058 ,KN ,674 ,CAS ,0209 ,Ed Organization and Leadership ,  ,  ,7,1,6,0,7,0,0,0,0,0,0,7,0,10KS0209CAS,,,,,
