Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,International,Unknown,Illinois,Non-Illinois,Academic Program Code
120078 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5006 ,Agribusiness Markets & Mgmt ,136,90,46,0,119,6,6,3,0,1,1,131,5,10KL5006BS
120078 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5007 ,Consumer Economics & Finance ,123,84,39,0,101,11,4,4,0,0,3,120,3,10KL5007BS
120078 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5008 ,Envirnmntal Economics & Policy ,21,15,6,0,16,1,0,2,0,2,0,18,3,10KL5008BS
120078 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5010 ,"Policy, Intl Trade, & Dvlpmt ",40,26,14,0,22,10,0,3,0,1,4,39,1,10KL5010BS
120078 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5011 ,Public Policy and Law ,17,12,5,0,14,0,0,2,0,0,1,17,0,10KL5011BS
120078 ,KL ,470 ,MS ,0176 ,Agr & Consumer Economics ,  ,  ,21,14,7,0,11,1,2,2,0,5,0,8,13,10KS0176MS
120078 ,KL ,470 ,PHD ,0176 ,Agr & Consumer Economics ,  ,  ,46,25,21,0,11,1,0,0,0,33,1,3,43,10KS0176PHD
120078 ,KL ,483 ,NDEG ,0067 ,Nondegree ,  ,  ,13,3,10,0,3,1,0,0,0,9,0,4,9,10KL0067NDEG
120078 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0005 ,Animal Business Mgt and Ind ,19,15,4,0,18,0,1,0,0,0,0,19,0,10KL0005BS
120078 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0006 ,"Companion,Rec,Lab An Sci ",108,16,92,0,88,8,4,4,1,2,1,105,3,10KL0006BS
120078 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0007 ,Food Animal Science ,34,16,18,0,34,0,0,0,0,0,0,34,0,10KL0007BS
120078 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0008 ,"Science, Biotech & Pre-VetMed ",378,88,289,1,314,18,13,23,1,3,6,371,7,10KL0008BS
120078 ,KL ,538 ,MS ,0002 ,Animal Sciences ,  ,  ,51,26,25,0,33,1,0,1,0,16,0,27,24,10KS0002MS
120078 ,KL ,538 ,PHD ,0002 ,Animal Sciences ,  ,  ,48,26,22,0,23,4,0,1,0,20,0,18,30,10KS0002PHD
120078 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,61,21,40,0,35,13,3,1,0,9,0,50,11,10KL0038BS
120078 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0039 ,Food Industry and Business ,33,12,21,0,22,4,2,2,0,3,0,29,4,10KL0039BS
120078 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,91,23,68,0,63,14,8,6,0,0,0,90,1,10KL0040BS
120078 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0041 ,Dietetics ,88,4,84,0,75,5,0,4,0,2,2,86,2,10KL0041BS
120078 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0042 ,Hospitality Management ,81,25,56,0,62,8,1,5,0,4,1,76,5,10KL0042BS
120078 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,  ,  ,25,4,21,0,13,2,0,1,0,9,0,11,14,10KS0037MS
120078 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,  ,  ,34,14,20,0,6,1,0,0,0,26,1,4,30,10KS0037PHD
120078 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,  ,  ,96,92,3,1,81,2,8,3,0,1,1,95,1,10KL0025BS
120078 ,KL ,741 ,BSAG ,0029 ,Agr Engineering & Agr Science ,  ,  ,44,38,6,0,39,2,1,1,0,0,1,43,1,10KL0029BSAG
120078 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,0044 ,Agricultural Communications ,10,2,8,0,10,0,0,0,0,0,0,10,0,10KL0044BS
120078 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,0046 ,Agricultural Leadership ,6,0,6,0,5,0,1,0,0,0,0,6,0,10KL0046BS
120078 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,0047 ,Agricultural Education ,23,8,15,0,20,0,2,0,0,1,0,22,1,10KL0047BS
120078 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,5033 ,"Agr, Cons, Env Sci Communictn ",51,11,40,0,45,2,1,3,0,0,0,51,0,10KL5033BS
120078 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0049 ,Child and Adolescent Dev ,122,6,116,0,97,6,8,7,0,2,2,116,6,10KL0049BS
120078 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0050 ,Family Studies ,70,8,62,0,53,5,5,7,0,0,0,69,1,10KL0050BS
120078 ,KL ,793 ,MS ,0181 ,Agricultural Education ,  ,  ,3,1,2,0,3,0,0,0,0,0,0,3,0,10KS0181MS
120078 ,KL ,793 ,MS ,0181 ,Agricultural Education ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0181MSU
120078 ,KL ,793 ,MS ,0183 ,Human & Community Development ,  ,  ,4,1,3,0,3,1,0,0,0,0,0,2,2,10KS0183MS
120078 ,KL ,793 ,NDEG ,0183 ,Human & Community Development ,  ,  ,1,0,1,0,0,0,0,1,0,0,0,1,0,10KS0183NDEG
120078 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,  ,  ,22,4,18,0,9,2,5,1,0,5,0,5,17,10KS0183PHD
120078 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0031 ,Agroecology ,2,1,1,0,2,0,0,0,0,0,0,2,0,10KL0031BS
120078 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0032 ,Plant Protection ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KL0032BS
120078 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0033 ,Crops ,18,16,2,0,16,0,0,2,0,0,0,18,0,10KL0033BS
120078 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0034 ,Crop Agribusiness ,23,21,2,0,23,0,0,0,0,0,0,23,0,10KL0034BS
120078 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0035 ,Plant Biotech & Molecular Bio ,30,16,14,0,27,0,1,2,0,0,0,27,3,10KL0035BS
120078 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0036 ,Biological Sciences ,11,6,5,0,7,2,1,1,0,0,0,10,1,10KL0036BS
120078 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,32,18,14,0,18,4,3,1,0,6,0,19,13,10KS0030MS
120078 ,KL ,802 ,PHD ,0030 ,Crop Sciences ,  ,  ,29,17,12,0,11,1,0,1,0,16,0,6,23,10KS0030PHD
120078 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0052 ,Biological Sciences ,1,0,1,0,0,0,0,1,0,0,0,1,0,10KL0052BS
120078 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0053 ,Social Science ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KL0053BS
120078 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,82,47,34,1,73,4,0,3,0,0,2,82,0,10KL0057BS
120078 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3870 ,Forest Science ,15,11,4,0,13,1,0,1,0,0,0,14,1,10KL3870BS
120078 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3871 ,Human Dimensions ,38,10,28,0,30,3,1,2,0,0,2,36,2,10KL3871BS
120078 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3872 ,Resource Ecology ,49,21,28,0,43,1,1,2,0,0,2,49,0,10KL3872BS
120078 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3873 ,Soil and Water Science ,11,5,6,0,9,2,0,0,0,0,0,9,2,10KL3873BS
120078 ,KL ,875 ,BS ,0063 ,Horticulture ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KL0063BSX
120078 ,KL ,875 ,BS ,0063 ,Horticulture ,0064 ,Horticulture Science ,4,2,2,0,3,0,0,0,0,0,1,4,0,10KL0064BS
120078 ,KL ,875 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,55,34,21,0,51,0,0,2,0,1,1,53,2,10KL0065BS
120078 ,KL ,875 ,BS ,0063 ,Horticulture ,0066 ,Urban Forestry ,2,1,1,0,2,0,0,0,0,0,0,2,0,10KL0066BS
120078 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,52,27,25,0,42,2,0,2,0,5,1,29,23,10KS0190MS
120078 ,KL ,875 ,NDEG ,0190 ,Natural Res & Env Sciences ,  ,  ,3,1,2,0,3,0,0,0,0,0,0,3,0,10KS0190NDEG
120078 ,KL ,875 ,PHD ,0190 ,Natural Res & Env Sciences ,  ,  ,36,19,17,0,17,5,0,0,0,13,1,15,21,10KS0190PHD
120078 ,KL ,971 ,MS ,0191 ,Nutritional Sciences ,  ,  ,27,4,23,0,18,3,1,3,0,2,0,16,11,10KS0191MS
120078 ,KL ,971 ,PHD ,0191 ,Nutritional Sciences ,  ,  ,33,12,21,0,17,4,2,3,0,7,0,11,22,10KS0191PHD
120078 ,KL ,  ,  ,  ,"Agr, Cons, Env Sci ",  ,***College total*** ,2807,1246,1557,4,2132,198,105,121,2,209,40,2435,372, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120078 ,KM ,  ,  ,  ,Business ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120078 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,206,143,63,0,67,17,9,6,0,104,3,75,131,10KS9875MBA
120078 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,4064 ,MBA ,64,49,15,0,43,8,2,1,0,6,4,63,1,10KS4064MBA
120078 ,KM ,260 ,BS ,0075 ,Finance ,  ,  ,551,407,143,1,367,83,18,27,1,45,10,474,77,10KM0075BS
120078 ,KM ,260 ,BS ,0075 ,Finance ,0076 ,"Bus Finance, Inv & Fin Inst ",1,0,1,0,0,1,0,0,0,0,0,1,0,10KM0076BS
120078 ,KM ,260 ,MS ,0075 ,Finance ,  ,  ,2,1,1,0,0,1,0,0,0,1,0,1,1,10KS0075MS
120078 ,KM ,260 ,MS ,0075 ,Finance ,3927 ,International Program ,119,64,55,0,3,7,0,1,0,107,1,5,114,10KS3927MS
120078 ,KM ,260 ,NDEG ,0075 ,Finance ,  ,  ,1,1,0,0,0,1,0,0,0,0,0,1,0,10KS0075NDEG
120078 ,KM ,260 ,PHD ,0075 ,Finance ,  ,  ,18,11,7,0,3,0,1,1,0,13,0,4,14,10KS0075PHD
120078 ,KM ,346 ,BS ,0071 ,Accountancy ,  ,  ,615,335,278,2,331,116,31,50,1,75,11,504,111,10KM0071BS
120078 ,KM ,346 ,BS ,0071 ,Accountancy ,0072 ,Accountancy (BS/Master Prg) ,158,87,69,2,97,34,4,10,0,9,4,140,18,10KM0072BS
120078 ,KM ,346 ,MAS ,0071 ,Accountancy ,  ,  ,200,100,100,0,152,24,2,5,0,15,2,173,27,10KS0071MAS
120078 ,KM ,346 ,MS ,0071 ,Accountancy ,0193 ,Tax ,2,2,0,0,1,0,1,0,0,0,0,2,0,10KS0193MS
120078 ,KM ,346 ,MS ,0071 ,Accountancy ,0193 ,Tax ,14,5,6,3,8,1,0,0,0,2,3,9,5,10KS0193MS2
120078 ,KM ,346 ,MS ,0071 ,Accountancy ,3928 ,International Program ,78,33,45,0,5,6,0,0,0,67,0,7,71,10KS3928MS
120078 ,KM ,346 ,NDEG ,0071 ,Accountancy ,0073 ,Accountancy Postb ,30,18,12,0,18,4,2,3,0,3,0,26,4,10KM0073NDEG
120078 ,KM ,346 ,PHD ,0071 ,Accountancy ,  ,  ,23,14,9,0,7,2,1,0,0,13,0,3,20,10KS0071PHD
120078 ,KM ,902 ,BS ,0079 ,Business Administration ,0080 ,Marketing ,226,75,150,1,151,21,16,27,1,8,2,204,22,10KM0080BS
120078 ,KM ,902 ,BS ,0079 ,Business Administration ,0081 ,Organizational Administration ,67,28,39,0,48,5,9,3,0,1,1,58,9,10KM0081BS
120078 ,KM ,902 ,BS ,0079 ,Business Administration ,0082 ,Production ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KM0082BS
120078 ,KM ,902 ,BS ,0079 ,Business Administration ,0083 ,Management Science ,14,11,3,0,6,3,1,2,0,2,0,11,3,10KM0083BS
120078 ,KM ,902 ,BS ,0079 ,Business Administration ,0084 ,Industrial Distribution Mgt ,12,9,3,0,12,0,0,0,0,0,0,11,1,10KM0084BS
120078 ,KM ,902 ,BS ,0079 ,Business Administration ,0085 ,Management Info Systems ,38,30,8,0,25,8,4,1,0,0,0,32,6,10KM0085BS
120078 ,KM ,902 ,BS ,0079 ,Business Administration ,0086 ,Entrepreneurship ,52,35,17,0,34,5,7,3,0,2,1,48,4,10KM0086BS
120078 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,3,1,2,0,2,0,0,0,0,1,0,2,1,10KM1432BS
120078 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,2,1,1,0,1,1,0,0,0,0,0,2,0,10KM8037BS
120078 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,1,0,1,0,0,0,0,0,1,0,0,1,0,10KM5073BS
120078 ,KM ,902 ,MS ,0079 ,Business Administration ,4063 ,Technology Mangement ,47,37,10,0,4,1,0,0,0,41,1,5,42,10KS4063MS
120078 ,KM ,902 ,PHD ,0079 ,Business Administration ,  ,  ,52,28,24,0,14,5,0,1,0,32,0,6,46,10KS0079PHD
120078 ,KM ,938 ,MBA ,9875 ,Business Administration (MBA) ,3924 ,Executive Program ,101,83,18,0,58,4,4,2,1,1,31,90,11,10KS3924MBA2
120078 ,KM ,952 ,BS ,0074 ,Economics ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KM0074BS
120078 ,KM ,952 ,NDEG ,0067 ,Nondegree ,  ,  ,26,18,8,0,0,0,0,0,0,26,0,0,26,10KM0067NDEG
120078 ,KM ,952 ,NONE ,0070 ,Curric Unassigned ,  ,  ,1006,578,428,0,600,134,73,105,5,69,20,872,134,10KM0070NONE
120078 ,KM ,  ,  ,  ,Business ,  ,***College total*** ,3731,2206,1516,9,2059,492,185,248,10,643,94,2832,899, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120078 ,KN ,  ,  ,  ,Education ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120078 ,KN ,335 ,NDEG ,0067 ,Nondegree ,  ,  ,3,0,3,0,1,0,0,0,0,2,0,1,2,10KN0067NDEG
120078 ,KN ,335 ,NONE ,0092 ,Education General ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KN0092NONE
120078 ,KN ,335 ,NONE ,4089 ,Pre-Early Chld/Elem Ed/Spec Ed ,  ,  ,272,22,250,0,212,11,14,28,1,2,4,265,7,10KN4089NONE
120078 ,KN ,570 ,BS ,0093 ,Special Education ,  ,  ,69,8,61,0,65,1,1,1,0,0,1,68,1,10KN0093BS
120078 ,KN ,570 ,CAS ,0093 ,Special Education ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0093CAS
120078 ,KN ,570 ,EDM ,0093 ,Special Education ,  ,  ,34,4,30,0,29,0,1,1,0,2,1,31,3,10KS0093EDM
120078 ,KN ,570 ,MA ,0093 ,Special Education ,  ,  ,3,0,3,0,1,1,0,0,0,1,0,1,2,10KS0093MA
120078 ,KN ,570 ,MS ,0093 ,Special Education ,  ,  ,7,0,7,0,7,0,0,0,0,0,0,6,1,10KS0093MS
120078 ,KN ,570 ,PHD ,0093 ,Special Education ,  ,  ,29,8,21,0,16,1,3,1,0,8,0,16,13,10KS0093PHD
120078 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3957 ,ECh: Anthropology ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN3957BS
120078 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3962 ,ECh: Dance ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN3962BS
120078 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3967 ,ECh: History ,4,0,4,0,3,0,0,1,0,0,0,4,0,10KN3967BS
120078 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3968 ,ECh: Language arts ,16,0,16,0,12,0,2,1,0,0,1,16,0,10KN3968BS
120078 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3969 ,ECh: Linguistics ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN3969BS
120078 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3970 ,ECh: Mathematics ,3,0,3,0,3,0,0,0,0,0,0,3,0,10KN3970BS
120078 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3975 ,ECh: Psychology ,10,0,9,1,9,0,0,0,0,0,1,10,0,10KN3975BS
120078 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3976 ,ECh: Sociology ,6,0,6,0,5,0,1,0,0,0,0,6,0,10KN3976BS
120078 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4006 ,ECh: French ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN4006BS
120078 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4010 ,ECh: Italian ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN4010BS
120078 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4014 ,ECh: Spanish ,16,0,16,0,9,1,1,5,0,0,0,16,0,10KN4014BS
120078 ,KN ,613 ,BS ,0095 ,Elementary Education ,3936 ,EIEd: Anthropology ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN3936BS
120078 ,KN ,613 ,BS ,0095 ,Elementary Education ,3937 ,EIEd: Art ,2,0,2,0,2,0,0,0,0,0,0,2,0,10KN3937BS
120078 ,KN ,613 ,BS ,0095 ,Elementary Education ,3939 ,EIEd: Biology ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KN3939BS
120078 ,KN ,613 ,BS ,0095 ,Elementary Education ,3942 ,EIEd: Earth Science ,1,0,1,0,0,0,0,1,0,0,0,1,0,10KN3942BS
120078 ,KN ,613 ,BS ,0095 ,Elementary Education ,3946 ,EIEd: History ,15,2,13,0,14,0,0,1,0,0,0,15,0,10KN3946BS
120078 ,KN ,613 ,BS ,0095 ,Elementary Education ,3947 ,EIEd: Language Arts ,58,1,57,0,48,4,5,0,0,1,0,57,1,10KN3947BS
120078 ,KN ,613 ,BS ,0095 ,Elementary Education ,3949 ,EIEd: Mathematics ,81,9,72,0,68,8,1,2,1,0,1,81,0,10KN3949BS
120078 ,KN ,613 ,BS ,0095 ,Elementary Education ,3950 ,EIEd: Music ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN3950BS
120078 ,KN ,613 ,BS ,0095 ,Elementary Education ,3954 ,ElEd: Psychology ,38,4,34,0,31,1,2,1,0,1,2,38,0,10KN3954BS
120078 ,KN ,613 ,BS ,0095 ,Elementary Education ,3955 ,ElEd: Sociology ,10,1,9,0,7,2,0,0,1,0,0,10,0,10KN3955BS
120078 ,KN ,613 ,BS ,0095 ,Elementary Education ,3995 ,EIEd: Chinese ,1,0,1,0,0,1,0,0,0,0,0,1,0,10KN3995BS
120078 ,KN ,613 ,BS ,0095 ,Elementary Education ,3996 ,EIEd: French ,4,0,4,0,4,0,0,0,0,0,0,4,0,10KN3996BS
120078 ,KN ,613 ,BS ,0095 ,Elementary Education ,4000 ,EIEd: Italian ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN4000BS
120078 ,KN ,613 ,BS ,0095 ,Elementary Education ,4004 ,EIEd: Spanish ,53,2,51,0,39,2,3,7,1,1,0,53,0,10KN4004BS
120078 ,KN ,613 ,CAS ,0095 ,Elementary Education ,  ,  ,1,0,1,0,0,0,1,0,0,0,0,1,0,10KS0095CAS
120078 ,KN ,613 ,EDD ,0095 ,Elementary Education ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0095EDD
120078 ,KN ,613 ,EDD ,0215 ,Secondary & Continuing Educ ,  ,  ,1,0,1,0,0,0,1,0,0,0,0,1,0,10KS0215EDD
120078 ,KN ,613 ,EDM ,0095 ,Elementary Education ,  ,  ,31,1,30,0,21,2,3,2,0,2,1,29,2,10KS0095EDM
120078 ,KN ,613 ,EDM ,0095 ,Elementary Education ,0211 ,Elementary Ed - Cert ,12,1,11,0,8,2,1,0,0,0,1,12,0,10KS0211EDM
120078 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,  ,  ,12,3,9,0,11,0,0,0,0,1,0,11,1,10KS0215EDM
120078 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,0216 ,English Certification ,4,1,3,0,4,0,0,0,0,0,0,4,0,10KS0216EDM
120078 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,0217 ,Social Studies Certification ,4,3,1,0,3,0,0,0,0,0,1,4,0,10KS0217EDM
120078 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,0218 ,Sciences Certification ,9,5,4,0,5,1,1,2,0,0,0,9,0,10KS0218EDM
120078 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,0219 ,Mathematics Certification ,7,2,5,0,5,2,0,0,0,0,0,7,0,10KS0219EDM
120078 ,KN ,613 ,EDM ,4098 ,Early Childhood Education ,0212 ,Teacher Certification ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0212EDM
120078 ,KN ,613 ,MA ,0095 ,Elementary Education ,  ,  ,6,0,6,0,3,1,0,0,0,2,0,4,2,10KS0095MA
120078 ,KN ,613 ,MA ,0215 ,Secondary & Continuing Educ ,  ,  ,3,0,3,0,2,0,0,0,0,1,0,2,1,10KS0215MA
120078 ,KN ,613 ,MS ,0095 ,Elementary Education ,  ,  ,6,0,6,0,3,0,0,1,0,2,0,4,2,10KS0095MS
120078 ,KN ,613 ,MS ,0215 ,Secondary & Continuing Educ ,  ,  ,3,2,1,0,1,0,0,0,0,2,0,1,2,10KS0215MS
120078 ,KN ,613 ,PHD ,0095 ,Elementary Education ,  ,  ,43,4,39,0,9,1,4,1,0,27,1,13,30,10KS0095PHD
120078 ,KN ,613 ,PHD ,0215 ,Secondary & Continuing Educ ,  ,  ,77,28,49,0,26,5,7,1,0,38,0,20,57,10KS0215PHD
120078 ,KN ,616 ,NDEG ,0210 ,Educational Psychology ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0210NDEG
120078 ,KN ,616 ,PHD ,0210 ,Educational Psychology ,  ,  ,117,31,86,0,42,8,13,8,0,46,0,25,92,10KS0210PHD
120078 ,KN ,640 ,EDD ,0220 ,Educational Policy Studies ,  ,  ,1,0,1,0,0,0,0,1,0,0,0,0,1,10KS0220EDD
120078 ,KN ,640 ,EDM ,0220 ,Educational Policy Studies ,  ,  ,2,0,2,0,0,0,2,0,0,0,0,1,1,10KS0220EDM
120078 ,KN ,640 ,EDM ,0220 ,Educational Policy Studies ,  ,  ,2,0,2,0,1,1,0,0,0,0,0,2,0,10KS0220EDMU
120078 ,KN ,640 ,MA ,0220 ,Educational Policy Studies ,  ,  ,18,8,10,0,6,1,6,4,0,0,1,14,4,10KS0220MA
120078 ,KN ,640 ,PHD ,0220 ,Educational Policy Studies ,  ,  ,107,37,70,0,23,7,31,22,6,18,0,50,57,10KS0220PHD
120078 ,KN ,674 ,CAS ,0209 ,Ed Organization and Leadership ,  ,  ,6,1,5,0,6,0,0,0,0,0,0,6,0,10KS0209CAS
120078 ,KN ,674 ,CAS ,0209 ,Ed Organization and Leadership ,  ,  ,8,3,5,0,8,0,0,0,0,0,0,8,0,10KS0209CASX
120078 ,KN ,674 ,EDD ,0209 ,Ed Organization and Leadership ,  ,  ,46,17,29,0,33,1,6,3,0,0,3,46,0,10KS0209EDD
120078 ,KN ,674 ,EDM ,0209 ,Ed Organization and Leadership ,  ,  ,81,22,59,0,66,2,9,3,0,0,1,78,3,10KS0209EDM
120078 ,KN ,674 ,EDM ,0209 ,Ed Organization and Leadership ,  ,  ,14,5,9,0,11,1,0,2,0,0,0,14,0,10KS0209EDMX
120078 ,KN ,674 ,MA ,0209 ,Ed Organization and Leadership ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0209MA
120078 ,KN ,674 ,MS ,0209 ,Ed Organization and Leadership ,  ,  ,3,1,2,0,2,1,0,0,0,0,0,2,1,10KS0209MS
120078 ,KN ,674 ,PHD ,0209 ,Ed Organization and Leadership ,  ,  ,26,14,12,0,19,0,5,0,0,2,0,20,6,10KS0209PHD
120078 ,KN ,760 ,CAS ,4096 ,Human Resource Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS4096CAS
120078 ,KN ,760 ,EDD ,4096 ,Human Resource Education ,  ,  ,8,4,4,0,3,0,3,0,0,1,1,7,1,10KS4096EDD
