Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,Illinois,Non-Illinois,Academic Program Code
120118 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,8,4,4,0,6,0,2,0,0,0,0,0,0,2,0,8,0,10KM8037BS
120118 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,37,20,17,0,18,8,2,6,0,0,2,1,0,2,1,34,3,10KM5073BS
120118 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,13,4,9,0,10,1,1,1,0,0,0,0,0,1,0,13,0,10KM8037BS
120118 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,52,30,22,0,34,7,3,5,0,0,0,3,0,3,0,45,7,10KM5073BS
120118 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,14,1,13,0,7,3,2,1,0,0,1,0,0,2,0,11,3,10KM8037BS
120118 ,KM ,902 ,MS ,5148 ,Technology Management ,  ,  ,81,56,24,1,10,1,1,0,0,0,1,67,1,1,0,13,68,10KS5148MSK
120118 ,KM ,902 ,PHD ,0079 ,Business Administration ,  ,  ,43,24,19,0,9,2,1,0,0,0,0,31,0,1,0,1,42,10KS0079PHD
120118 ,KM ,938 ,MBA ,9875 ,Business Administration (MBA) ,3924 ,Executive Program ,47,34,13,0,28,7,5,1,2,0,0,1,3,5,2,44,3,10KS3924MBA2
120118 ,KM ,952 ,NDEG ,0067 ,Nondegree ,  ,  ,91,57,34,0,0,0,0,0,0,0,0,90,1,0,0,0,91,10KM0067NDEG
120118 ,KM ,952 ,NONE ,0070 ,Curric Unassigned ,  ,  ,1032,583,449,0,647,144,36,75,0,0,22,102,6,44,4,845,187,10KM0070NONE
120118 ,KM ,  ,  ,  ,Business ,  ,***College total*** ,4043,2310,1732,1,2023,546,135,222,4,4,51,1031,27,150,16,2707,1336, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,
120118 ,KN ,  ,  ,  ,Education ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120118 ,KN ,335 ,NDEG ,0067 ,Nondegree ,  ,  ,9,3,6,0,9,0,0,0,0,0,0,0,0,0,0,9,0,10KN0067NDEG
120118 ,KN ,335 ,NONE ,4089 ,Pre-Early Chld/Elem Ed/Spec Ed ,  ,  ,270,18,252,0,197,27,9,27,0,1,4,3,2,10,3,264,6,10KN4089NONE
120118 ,KN ,570 ,BS ,0093 ,Special Education ,  ,  ,76,9,67,0,66,4,0,2,0,0,3,1,0,0,0,75,1,10KN0093BS
120118 ,KN ,570 ,CAS ,0093 ,Special Education ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0093CAS
120118 ,KN ,570 ,EDM ,0093 ,Special Education ,  ,  ,31,5,26,0,27,0,3,1,0,0,0,0,0,3,0,26,5,10KS0093EDM
120118 ,KN ,570 ,MS ,0093 ,Special Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10KS0093MS
120118 ,KN ,570 ,PHD ,0093 ,Special Education ,  ,  ,23,1,22,0,12,0,5,2,0,0,0,4,0,5,0,12,11,10KS0093PHD
120118 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3966 ,ECh: Geography ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3966BS
120118 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3967 ,ECh: History ,4,0,4,0,2,0,2,0,0,0,0,0,0,2,0,4,0,10KN3967BS
120118 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3968 ,ECh: Language arts ,9,0,9,0,3,3,2,1,0,0,0,0,0,2,0,9,0,10KN3968BS
120118 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3969 ,ECh: Linguistics ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KN3969BS
120118 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3970 ,ECh: Mathematics ,6,0,6,0,4,2,0,0,0,0,0,0,0,0,0,5,1,10KN3970BS
120118 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3975 ,ECh: Psychology ,7,0,7,0,4,1,0,1,0,0,0,1,0,0,0,5,2,10KN3975BS
120118 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3976 ,ECh: Sociology ,3,0,3,0,2,0,1,0,0,0,0,0,0,1,0,3,0,10KN3976BS
120118 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4014 ,ECh: Spanish ,6,0,6,0,4,0,1,1,0,0,0,0,0,1,0,6,0,10KN4014BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,3936 ,EIEd: Anthropology ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KN3936BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,3942 ,EIEd: Earth Science ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3942BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,3945 ,EIEd: Geography ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3945BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,3946 ,EIEd: History ,11,2,9,0,10,0,0,0,0,0,1,0,0,0,0,9,2,10KN3946BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,3947 ,EIEd: Language Arts ,68,3,65,0,55,4,3,3,1,0,2,0,0,4,2,68,0,10KN3947BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,3949 ,EIEd: Mathematics ,100,8,92,0,79,13,1,4,0,1,2,0,0,2,0,96,4,10KN3949BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,3950 ,EIEd: Music ,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10KN3950BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,3951 ,EIEd: Philosophy ,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3951BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,3953 ,EIEd: Political Science ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3953BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,3954 ,ElEd: Psychology ,14,0,14,0,12,0,0,1,0,0,0,1,0,0,0,13,1,10KN3954BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,3955 ,ElEd: Sociology ,7,0,7,0,6,0,1,0,0,0,0,0,0,1,0,7,0,10KN3955BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,3956 ,EIEd: Theatre ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KN3956BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,3996 ,EIEd: French ,4,0,4,0,3,0,0,1,0,0,0,0,0,0,0,4,0,10KN3996BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,4004 ,EIEd: Spanish ,35,4,31,0,30,1,1,3,0,0,0,0,0,1,0,34,1,10KN4004BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,5193 ,General Sciences ,14,1,13,0,14,0,0,0,0,0,0,0,0,0,0,14,0,10KN5193BS
120118 ,KN ,613 ,BS ,0095 ,Elementary Education ,5194 ,ESL/Bilingual Education ,10,1,9,0,6,4,0,0,0,0,0,0,0,0,0,9,1,10KN5194BS
120118 ,KN ,613 ,CAS ,0095 ,Elementary Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0095CAS
120118 ,KN ,613 ,CAS ,1144 ,Curriculum and Instruction ,  ,  ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10KS1144CAS
120118 ,KN ,613 ,EDD ,0215 ,Secondary & Continuing Educ ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0215EDD
120118 ,KN ,613 ,EDD ,1144 ,Curriculum and Instruction ,  ,  ,11,4,7,0,6,1,3,0,1,0,0,0,0,3,1,8,3,10KS1144EDD
120118 ,KN ,613 ,EDM ,0095 ,Elementary Education ,  ,  ,10,1,9,0,6,1,2,1,0,0,0,0,0,2,0,10,0,10KS0095EDM
120118 ,KN ,613 ,EDM ,0095 ,Elementary Education ,0211 ,Elementary Ed - Cert ,8,1,7,0,4,1,2,0,0,0,1,0,0,2,0,8,0,10KS0211EDM
120118 ,KN ,613 ,EDM ,1144 ,Curriculum and Instruction ,  ,  ,55,8,47,0,38,7,2,2,0,0,1,5,0,3,0,50,5,10KS1144EDM
120118 ,KN ,613 ,EDM ,5082 ,Early Childhood Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS5082EDM
120118 ,KN ,613 ,EDM ,8527 ,Secondary Education ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KS8527EDM
120118 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5224 ,English ,3,1,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,10KS8527EDM
120118 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5225 ,Social Studies ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KS8527EDM
120118 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5226 ,Sciences ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS8527EDM
120118 ,KN ,613 ,MA ,1144 ,Curriculum and Instruction ,  ,  ,5,0,5,0,1,0,1,1,0,0,0,2,0,1,0,3,2,10KS1144MA
120118 ,KN ,613 ,MS ,1144 ,Curriculum and Instruction ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS1144MS
120118 ,KN ,613 ,PHD ,0095 ,Elementary Education ,  ,  ,14,1,13,0,4,0,1,1,0,0,0,8,0,1,0,5,9,10KS0095PHD
120118 ,KN ,613 ,PHD ,0215 ,Secondary & Continuing Educ ,  ,  ,24,7,17,0,6,1,0,1,0,0,0,16,0,0,0,6,18,10KS0215PHD
120118 ,KN ,613 ,PHD ,1144 ,Curriculum and Instruction ,  ,  ,48,10,38,0,24,2,2,4,0,0,0,16,0,2,0,19,29,10KS1144PHD
120118 ,KN ,616 ,EDM ,0210 ,Educational Psychology ,  ,  ,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,10KS0210EDM
120118 ,KN ,616 ,EDM ,0210 ,Educational Psychology ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0210EDMU
120118 ,KN ,616 ,MS ,0210 ,Educational Psychology ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS0210MS
120118 ,KN ,616 ,PHD ,0210 ,Educational Psychology ,  ,  ,76,17,59,0,25,2,8,9,0,0,2,30,0,11,2,16,60,10KS0210PHD
120118 ,KN ,760 ,CAS ,0209 ,Ed Organization and Leadership ,  ,  ,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10KS0209CAS
120118 ,KN ,760 ,CAS ,0209 ,Ed Organization and Leadership ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KS0209CASX
120118 ,KN ,760 ,CAS ,0209 ,Ed Organization and Leadership ,5097 ,Educational Admin & Leadership ,3,2,1,0,0,0,2,0,0,0,0,0,1,2,0,3,0,10KS0209CAS
120118 ,KN ,760 ,CAS ,4096 ,Human Resource Education ,  ,  ,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10KS4096CAS
120118 ,KN ,760 ,EDD ,0209 ,Ed Organization and Leadership ,  ,  ,20,12,8,0,20,0,0,0,0,0,0,0,0,0,0,20,0,10KS0209EDD
120118 ,KN ,760 ,EDD ,0209 ,Ed Organization and Leadership ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0209EDDX
120118 ,KN ,760 ,EDD ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,4,2,2,0,3,1,0,0,0,0,0,0,0,0,0,4,0,10KS0209EDD
120118 ,KN ,760 ,EDD ,0209 ,Ed Organization and Leadership ,5097 ,Educational Admin & Leadership ,6,5,1,0,5,1,0,0,0,0,0,0,0,0,0,6,0,10KS0209EDD
120118 ,KN ,760 ,EDD ,0220 ,Educational Policy Studies ,  ,  ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10KS0220EDD
120118 ,KN ,760 ,EDD ,4096 ,Human Resource Education ,  ,  ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS4096EDD
120118 ,KN ,760 ,EDD ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,3,1,2,0,1,0,1,0,0,0,0,1,0,1,0,2,1,10KS4096EDD
120118 ,KN ,760 ,EDM ,0209 ,Ed Organization and Leadership ,  ,  ,14,7,7,0,8,1,5,0,0,0,0,0,0,5,0,11,3,10KS0209EDM
120118 ,KN ,760 ,EDM ,0209 ,Ed Organization and Leadership ,  ,  ,17,6,11,0,14,1,0,2,0,0,0,0,0,0,0,16,1,10KS0209EDMX
120118 ,KN ,760 ,EDM ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,24,6,18,0,18,1,2,2,0,0,1,0,0,2,0,23,1,10KS0209EDM
120118 ,KN ,760 ,EDM ,0209 ,Ed Organization and Leadership ,5097 ,Educational Admin & Leadership ,24,5,19,0,17,0,6,1,0,0,0,0,0,6,0,23,1,10KS0209EDM
120118 ,KN ,760 ,EDM ,0220 ,Educational Policy Studies ,  ,  ,3,1,2,0,0,0,1,0,0,0,1,1,0,2,0,1,2,10KS0220EDM
120118 ,KN ,760 ,EDM ,4096 ,Human Resource Education ,  ,  ,6,4,2,0,4,1,0,0,0,0,0,1,0,0,0,5,1,10KS4096EDM
120118 ,KN ,760 ,EDM ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,25,7,18,0,14,1,6,1,0,0,0,3,0,6,0,22,3,10KS4096EDM
120118 ,KN ,760 ,MA ,0220 ,Educational Policy Studies ,  ,  ,11,4,7,0,4,0,7,0,0,0,0,0,0,7,0,6,5,10KS0220MA
120118 ,KN ,760 ,MS ,0209 ,Ed Organization and Leadership ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,10KS0209MS
120118 ,KN ,760 ,MS ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,10KS0209MS
120118 ,KN ,760 ,MS ,4096 ,Human Resource Education ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS4096MS
120118 ,KN ,760 ,MS ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,7,3,4,0,1,1,0,0,0,0,0,5,0,0,0,2,5,10KS4096MS
120118 ,KN ,760 ,PHD ,0209 ,Ed Organization and Leadership ,  ,  ,17,9,8,0,9,2,3,1,0,0,0,2,0,4,0,10,7,10KS0209PHD
120118 ,KN ,760 ,PHD ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,4,1,3,0,3,0,0,1,0,0,0,0,0,0,0,4,0,10KS0209PHD
120118 ,KN ,760 ,PHD ,0220 ,Educational Policy Studies ,  ,  ,120,45,75,0,24,6,51,26,2,0,3,7,1,56,5,63,57,10KS0220PHD
120118 ,KN ,760 ,PHD ,4096 ,Human Resource Education ,  ,  ,7,1,6,0,3,0,0,0,0,0,0,4,0,0,0,4,3,10KS4096PHD
120118 ,KN ,760 ,PHD ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,23,14,9,0,5,2,2,1,0,0,0,13,0,2,0,6,17,10KS4096PHD
120118 ,KN ,  ,  ,  ,Education ,  ,***College total*** ,1341,249,1091,1,846,94,138,102,4,2,23,128,4,153,14,1065,276, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,
120118 ,KP ,  ,  ,  ,Engineering ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120118 ,KP ,227 ,BS ,0102 ,Agricultural Engineering ,  ,  ,4,2,2,0,4,0,0,0,0,0,0,0,0,0,0,4,0,10KP0102BS
120118 ,KP ,227 ,BS ,0102 ,Agricultural Engineering ,3907 ,Food & Bioprocess Engineering ,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,2,0,10KP3907BS
120118 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,  ,  ,95,66,29,0,72,10,1,3,0,0,0,8,1,1,0,77,18,10KP5163BS
120118 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,3907 ,Food & Bioprocess Engineering ,2,1,1,0,0,1,1,0,0,0,0,0,0,1,0,2,0,10KP5163BS
120118 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,5271 ,Biological Engineering ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KP5163BS
120118 ,KP ,227 ,MS ,0102 ,Agricultural Engineering ,  ,  ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS0102MS
120118 ,KP ,227 ,MS ,5163 ,Agricultural & Biological Engr ,  ,  ,35,24,11,0,9,0,0,1,0,0,3,21,1,0,0,9,26,10KS5163MS
120118 ,KP ,227 ,NDEG ,0067 ,Nondegree ,  ,  ,207,162,45,0,46,4,1,6,0,0,2,143,5,2,1,60,147,10KP0067NDEG
120118 ,KP ,227 ,PHD ,0102 ,Agricultural Engineering ,  ,  ,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10KS0102PHD
120118 ,KP ,227 ,PHD ,5163 ,Agricultural & Biological Engr ,  ,  ,23,17,6,0,2,1,0,1,0,0,0,19,0,0,0,2,21,10KS5163PHD
120118 ,KP ,244 ,BS ,0121 ,Engineering Physics ,  ,  ,152,138,14,0,106,19,0,5,0,0,4,17,1,0,1,119,33,10KP0121BS
120118 ,KP ,244 ,MS ,0240 ,Physics ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0240MS
120118 ,KP ,244 ,MS ,0241 ,Teaching of Physics ,  ,  ,3,2,1,0,2,0,1,0,0,0,0,0,0,1,0,3,0,10KS0241MS
120118 ,KP ,244 ,PHD ,0240 ,Physics ,  ,  ,264,226,38,0,105,18,0,3,0,0,1,132,5,0,0,19,245,10KS0240PHD
120118 ,KP ,251 ,BS ,0106 ,Civil Engineering ,  ,  ,787,589,198,0,498,81,22,35,0,0,16,129,6,25,1,577,210,10KP0106BS
120118 ,KP ,251 ,MS ,0106 ,Civil Engineering ,  ,  ,254,193,60,1,103,20,2,7,1,0,3,117,1,2,2,81,173,10KS0106MS
120118 ,KP ,251 ,MS ,0231 ,Environ Engr in Civil Engr ,  ,  ,50,18,32,0,18,7,0,2,0,0,2,20,1,1,0,16,34,10KS0231MS
120118 ,KP ,251 ,MS ,0232 ,Environ Science in Civil Engr ,  ,  ,4,3,1,0,0,1,0,1,0,0,0,2,0,0,0,1,3,10KS0232MS
120118 ,KP ,251 ,PHD ,0106 ,Civil Engineering ,  ,  ,137,111,26,0,35,2,0,3,0,0,1,96,0,1,0,16,121,10KS0106PHD
120118 ,KP ,251 ,PHD ,0231 ,Environ Engr in Civil Engr ,  ,  ,46,22,24,0,11,2,0,2,0,0,0,31,0,0,0,3,43,10KS0231PHD
120118 ,KP ,251 ,PHD ,0232 ,Environ Science in Civil Engr ,  ,  ,3,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,3,10KS0232PHD
120118 ,KP ,343 ,BS ,0408 ,Bioengineering ,  ,  ,178,103,75,0,109,46,0,9,1,0,7,6,0,0,1,154,24,10KP0408BS
120118 ,KP ,343 ,MS ,0408 ,Bioengineering ,  ,  ,6,3,3,0,2,1,0,0,0,0,0,3,0,0,0,3,3,10KS0408MS
120118 ,KP ,343 ,PHD ,0408 ,Bioengineering ,  ,  ,47,28,19,0,16,9,0,4,0,0,0,18,0,0,1,12,35,10KS0408PHD
120118 ,KP ,422 ,BS ,0124 ,General Engineering ,  ,  ,384,307,77,0,258,51,5,17,0,0,7,46,0,6,2,298,86,10KP0124BS
120118 ,KP ,422 ,BS ,0127 ,Industrial Engineering ,  ,  ,183,139,44,0,66,29,5,7,0,0,2,73,1,5,0,97,86,10KP0127BS
120118 ,KP ,422 ,MS ,0127 ,Industrial Engineering ,  ,  ,8,6,2,0,2,0,0,1,0,0,0,5,0,0,0,3,5,10KS0127MS
120118 ,KP ,422 ,MS ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,6,3,3,0,4,1,0,0,0,0,0,1,0,0,0,5,1,10KS3846MS
120118 ,KP ,422 ,PHD ,0127 ,Industrial Engineering ,  ,  ,35,23,12,0,1,0,1,0,0,0,0,33,0,1,0,0,35,10KS0127PHD
120118 ,KP ,422 ,PHD ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,13,10,3,0,4,0,0,0,0,0,0,9,0,0,0,4,9,10KS3846PHD
120118 ,KP ,434 ,BS ,0112 ,Computer Science ,  ,  ,841,763,78,0,365,193,11,18,0,2,18,230,4,15,3,429,412,10KP0112BS
120118 ,KP ,434 ,BS ,0112 ,Computer Science ,1854 ,CS:BS/MS Program ,14,13,1,0,6,1,0,0,0,0,0,7,0,0,0,4,10,10KP1854BS
120118 ,KP ,434 ,MCS ,0112 ,Computer Science ,  ,  ,25,20,5,0,4,0,0,0,0,0,1,20,0,0,1,5,20,10KS0112MCS
120118 ,KP ,434 ,MS ,0112 ,Computer Science ,  ,  ,39,33,6,0,16,3,0,1,0,0,0,19,0,0,0,8,31,10KS0112MS
120118 ,KP ,434 ,MS ,0112 ,Computer Science ,1854 ,CS:BS/MS Program ,4,3,1,0,2,0,0,0,0,0,0,1,1,0,0,3,1,10KS1854MS
120118 ,KP ,434 ,MS ,4026 ,Bioinformatics ,4028 ,Computer Science ,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,10KS4028MS
120118 ,KP ,434 ,PHD ,0112 ,Computer Science ,  ,  ,306,258,48,0,62,29,3,0,0,0,1,208,3,3,1,37,269,10KS0112PHD
120118 ,KP ,545 ,MS ,5244 ,Financial Engineering ,  ,  ,69,52,17,0,9,6,0,0,0,0,0,54,0,0,0,7,62,10KS5244MS
120118 ,KP ,615 ,BS ,4048 ,Aerospace Engineering ,  ,  ,366,316,50,0,239,53,7,22,2,1,7,31,4,7,5,285,81,10KP4048BS
120118 ,KP ,615 ,MS ,4048 ,Aerospace Engineering ,  ,  ,78,62,16,0,29,9,0,1,0,0,1,37,1,0,0,19,59,10KS4048MS
120118 ,KP ,615 ,NDEG ,4048 ,Aerospace Engineering ,  ,  ,3,3,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,10KS4048NDEG
120118 ,KP ,615 ,PHD ,4048 ,Aerospace Engineering ,  ,  ,60,56,4,0,22,3,0,3,0,0,1,31,0,1,1,13,47,10KS4048PHD
120118 ,KP ,917 ,BS ,0118 ,Engineering Mechanics ,  ,  ,142,126,16,0,89,16,2,6,0,1,2,25,1,2,0,102,40,10KP0118BS
120118 ,KP ,917 ,BS ,0133 ,Mechanical Engineering ,  ,  ,774,678,94,2,504,92,12,33,1,4,19,103,6,13,4,568,206,10KP0133BS
120118 ,KP ,917 ,BS ,0133 ,Mechanical Engineering ,4018 ,BS/MS Mechanical Engineering ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KP4018BS
120118 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,  ,  ,127,111,16,0,43,8,0,6,0,0,2,68,0,0,0,29,98,10KS0133MS
120118 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,4018 ,BS/MS Mechanical Engineering ,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,10KS4018MS
120118 ,KP ,917 ,MS ,0242 ,Theoretical & Applied Mechans ,  ,  ,18,14,4,0,10,1,0,1,0,0,0,6,0,0,0,3,15,10KS0242MS
120118 ,KP ,917 ,PHD ,0133 ,Mechanical Engineering ,  ,  ,150,134,16,0,30,4,0,1,0,0,0,114,1,0,0,13,137,10KS0133PHD
120118 ,KP ,917 ,PHD ,0242 ,Theoretical & Applied Mechans ,  ,  ,29,23,6,0,9,1,0,1,0,0,0,18,0,0,0,7,22,10KS0242PHD
120118 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,  ,  ,322,251,71,0,159,66,2,9,0,0,18,66,2,2,0,203,119,10KP0130BS
120118 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3908 ,Ceramics ,9,7,2,0,4,0,0,0,0,0,0,5,0,0,0,3,6,10KP3908BS
120118 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3909 ,Electronic Materials ,14,11,3,0,4,6,0,0,0,0,0,4,0,0,0,6,8,10KP3909BS
120118 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3910 ,Metals ,10,8,2,0,5,2,1,2,0,0,0,0,0,1,0,9,1,10KP3910BS
120118 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3911 ,Biomaterials ,9,6,3,0,6,1,1,0,0,0,1,0,0,1,0,9,0,10KP3911BS
120118 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3912 ,Polymer ,15,11,4,0,8,2,1,1,0,0,0,3,0,1,0,11,4,10KP3912BS
120118 ,KP ,919 ,MS ,0130 ,Materials Science & Engr ,  ,  ,15,12,3,0,5,3,0,1,0,0,1,5,0,0,1,6,9,10KS0130MS
120118 ,KP ,919 ,MS ,0130 ,Materials Science & Engr ,5012 ,BS/MS Materials Science & Eng ,4,3,1,0,1,0,0,0,0,0,0,3,0,0,0,1,3,10KS5012MS
120118 ,KP ,919 ,PHD ,0130 ,Materials Science & Engr ,  ,  ,149,114,35,0,48,12,0,2,1,0,3,81,2,0,1,13,136,10KS0130PHD
120118 ,KP ,933 ,BS ,0109 ,Computer Engineering ,  ,  ,608,563,45,0,267,134,10,35,1,0,11,145,5,11,3,356,252,10KP0109BS
120118 ,KP ,933 ,BS ,0115 ,Electrical Engineering ,  ,  ,1128,995,133,0,344,264,21,49,0,0,15,434,1,22,3,508,620,10KP0115BS
120118 ,KP ,933 ,MS ,1200 ,Electrical & Computer Engr ,  ,  ,205,185,20,0,81,23,2,9,0,0,5,83,2,3,2,51,154,10KS1200MS
120118 ,KP ,933 ,NDEG ,1200 ,Electrical & Computer Engr ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KS1200NDEG
120118 ,KP ,933 ,PHD ,1200 ,Electrical & Computer Engr ,  ,  ,269,230,39,0,54,24,6,5,0,0,4,175,1,7,1,40,229,10KS1200PHD
120118 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,  ,  ,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,10KP0139BS
120118 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,3913 ,"Power, Safety, and the Environ ",33,27,6,0,19,5,2,3,0,0,1,1,2,2,1,27,6,10KP3913BS
120118 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,3914 ,Plasma and Fusion Sci and Engr ,8,7,1,0,8,0,0,0,0,0,0,0,0,0,0,7,1,10KP3914BS
120118 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,92,84,8,0,61,9,1,7,0,0,2,11,1,2,1,70,22,10KP5183BS
