Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,
120188 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5003 ,Agri-Accounting ,54,29,25,0,29,8,1,6,0,1,1,8,0,1,0,1,10,44,10,10KL5003BS
120188 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5005 ,Farm Management ,14,13,1,0,13,0,0,0,0,0,0,1,0,0,0,0,0,13,1,10KL5005BS
120188 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5006 ,Agribusiness Markets & Mgmt ,142,108,34,0,114,6,3,3,1,0,4,11,0,4,2,1,8,128,14,10KL5006BS
120188 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5006 ,Agribusiness Markets & Mgmt ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KL8037BS
120188 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5007 ,Consumer Economics & Finance ,125,96,29,0,84,13,4,8,0,0,1,14,1,4,1,0,14,107,18,10KL5007BS
120188 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5008 ,Envirnmntal Economics & Policy ,35,16,19,0,21,1,5,3,0,0,1,4,0,6,1,0,1,29,6,10KL5008BS
120188 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5008 ,Envirnmntal Economics & Policy ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KL8037BS
120188 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5010 ,"Policy, Intl Trade, & Dvlpmt ",29,15,14,0,13,2,3,5,0,0,0,6,0,3,0,0,2,20,9,10KL5010BS
120188 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5011 ,Public Policy and Law ,75,44,31,0,48,6,5,9,0,0,2,3,2,6,1,0,8,66,9,10KL5011BS
120188 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5011 ,Public Policy and Law ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KL8037BS
120188 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5136 ,Financial Planning ,95,71,24,0,68,12,2,6,1,0,0,5,1,2,1,0,12,83,12,10KL5136BS
120188 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5316 ,Finance in Agri-Business ,75,59,16,0,48,9,5,8,0,0,0,4,1,5,0,0,9,69,6,10KL5316BS
120188 ,KL ,470 ,MS ,5273 ,Agricultural & Applied Econ ,  ,  ,23,13,10,0,11,0,1,1,0,0,1,9,0,2,0,0,0,7,16,10KS5273MS
120188 ,KL ,470 ,PHD ,5273 ,Agricultural & Applied Econ ,  ,  ,63,35,28,0,2,4,1,1,0,0,1,53,1,1,0,0,5,3,60,10KS5273PHD
120188 ,KL ,483 ,NDEG ,0067 ,Nondegree ,  ,  ,81,40,41,0,51,0,1,4,0,1,0,23,1,1,1,1,1,59,22,10KL0067NDEG
120188 ,KL ,483 ,NONE ,5621 ,ACES Undeclared ,  ,  ,55,26,29,0,25,3,8,10,0,0,5,4,0,10,2,0,6,49,6,10KL5621NONE
120188 ,KL ,538 ,BS ,0002 ,Animal Sciences ,  ,  ,7,2,5,0,2,1,3,1,0,0,0,0,0,3,0,0,1,7,0,10KL0002BS
120188 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5268 ,Companion Animal & Equine Sci ,64,6,57,1,35,6,5,13,0,0,3,2,0,6,1,0,8,57,7,10KL0002BS
120188 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5268 ,Companion Animal & Equine Sci ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KL8037BS
120188 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5269 ,"Science, Pre-Vet Med and Med ",432,76,355,1,235,38,39,97,0,0,13,9,1,50,5,2,50,388,44,10KL0002BS
120188 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5588 ,Food Animal Prod & Mgmt ,24,6,18,0,21,0,1,2,0,0,0,0,0,1,0,0,0,21,3,10KL0002BS
120188 ,KL ,538 ,MANSC ,0002 ,Animal Sciences ,  ,  ,4,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1PKS0002MANS
120188 ,KL ,538 ,MS ,0002 ,Animal Sciences ,  ,  ,54,17,37,0,38,2,0,2,0,0,0,12,0,0,0,0,2,29,25,10KS0002MS
120188 ,KL ,538 ,PHD ,0002 ,Animal Sciences ,  ,  ,40,19,21,0,20,0,1,0,0,0,0,19,0,1,0,0,0,12,28,10KS0002PHD
120188 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,135,38,97,0,49,25,7,15,0,0,3,36,0,7,1,1,28,88,47,10KL0038BS
120188 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,68,16,52,0,33,16,3,5,0,0,2,9,0,3,0,0,18,53,15,10KL0040BS
120188 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0041 ,Dietetics ,76,4,72,0,44,10,1,8,0,0,2,11,0,1,1,0,12,61,15,10KL0041BS
120188 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0042 ,Hospitality Management ,54,25,29,0,16,7,7,13,0,0,2,9,0,10,0,1,8,42,12,10KL0042BS
120188 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,  ,  ,55,15,40,0,39,4,1,8,0,0,2,0,1,1,0,0,7,26,29,10KS0037MSU
120188 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,20,12,8,0,7,0,0,1,0,0,0,12,0,0,0,0,0,5,15,10KS0037MS
120188 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,15,3,12,0,6,0,1,0,0,0,0,8,0,1,0,0,0,5,10,10KS0037MS
120188 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,5166 ,Professional Science Masters ,12,2,10,0,5,1,0,1,0,0,0,5,0,0,0,0,1,4,8,1PKS0037MS
120188 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,31,13,18,0,5,1,0,1,0,0,0,23,1,0,0,0,2,4,27,10KS0037PHD
120188 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,14,2,12,0,6,0,0,0,0,0,0,7,1,0,0,0,0,2,12,10KS0037PHD
120188 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,  ,  ,173,156,17,0,94,15,25,28,0,0,3,7,1,27,2,1,20,160,13,10KL0025BS
120188 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,  ,  ,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,10KL8037BS
120188 ,KL ,741 ,BSAG ,5163 ,Agricultural & Biological Engr ,  ,  ,84,47,37,0,50,10,1,5,0,0,5,13,0,3,1,1,13,62,22,10KL5163BSAG
120188 ,KL ,741 ,MS ,0025 ,Technical Systems Management ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KS0025MS
120188 ,KL ,741 ,MS ,0025 ,Technical Systems Management ,5166 ,Professional Science Masters ,4,3,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1PKS0025MS
120188 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0049 ,Child and Adolescent Dev ,179,15,163,1,78,18,33,43,0,0,5,0,2,37,4,1,22,175,4,10KL0049BS
120188 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0050 ,Family Studies ,56,5,51,0,24,4,15,10,0,0,3,0,0,17,1,0,4,53,3,10KL0050BS
120188 ,KL ,793 ,NONE ,0048 ,Human Development & Family St ,  ,  ,18,2,16,0,10,0,0,8,0,0,0,0,0,0,0,0,0,17,1,10KL0048NONE
120188 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,5126 ,Human Development & Family St ,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,10KS0183PHD
120188 ,KL ,793 ,PHD ,5577 ,Human Dvlpmt & Family Studies ,  ,  ,24,1,23,0,8,0,3,4,0,0,0,9,0,3,0,0,0,4,20,10KS5577PHD
120188 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0031 ,Agroecology ,9,2,7,0,7,0,1,0,0,0,0,1,0,1,0,0,0,6,3,10KL0031BS
120188 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0032 ,Plant Protection ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KL0032BS
120188 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0033 ,Crops ,20,13,7,0,17,1,0,0,0,0,0,2,0,0,0,0,1,17,3,10KL0033BS
120188 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0034 ,Crop Agribusiness ,33,22,11,0,28,0,0,0,0,0,1,4,0,1,0,0,0,29,4,10KL0034BS
120188 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0035 ,Plant Biotech & Molecular Bio ,50,28,22,0,36,4,1,3,0,0,3,3,0,1,1,0,7,44,6,10KL0035BS
120188 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0036 ,Biological Sciences ,6,3,3,0,3,0,1,1,0,0,1,0,0,1,0,0,1,5,1,10KL0036BS
120188 ,KL ,802 ,BS ,0030 ,Crop Sciences ,5560 ,Horticultural Food Systems ,12,4,8,0,7,0,1,2,0,0,2,0,0,2,2,0,0,11,1,10KL5560BS
120188 ,KL ,802 ,BS ,0063 ,Horticulture ,5301 ,Specialty Crops ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KL0063BS
120188 ,KL ,802 ,BS ,5623 ,Computer Science&Crop Sciences ,  ,  ,4,4,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,4,10KL5623BS
120188 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,33,22,11,0,23,0,0,1,0,0,1,8,0,0,0,0,1,24,9,10KS0030MS
120188 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,22,13,9,0,19,0,1,1,0,0,0,0,1,1,0,0,1,11,11,10KS0030MSU
120188 ,KL ,802 ,MS ,4026 ,Bioinformatics ,5100 ,Crop Science ,4,3,1,0,2,1,1,0,0,0,0,0,0,1,0,0,1,2,2,10KS5100MS
120188 ,KL ,802 ,NDEG ,0063 ,Horticulture ,  ,  ,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1PKL0063NDEU
120188 ,KL ,802 ,PHD ,0030 ,Crop Sciences ,  ,  ,51,28,23,0,19,0,0,1,0,0,0,30,1,0,0,0,0,15,36,10KS0030PHD
120188 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,  ,  ,59,22,37,0,30,3,2,10,0,0,1,13,0,2,0,0,4,45,14,10KL0051BS
120188 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,42,26,16,0,35,1,2,1,1,0,1,1,0,2,1,0,2,40,2,10KL0051BS
120188 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10KL0057BS
120188 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5239 ,Humn Dimnsns of the Environmnt ,50,15,35,0,29,3,3,8,0,0,0,7,0,4,0,0,3,42,8,10KL0051BS
120188 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5240 ,Resrce Cons & Restoration Ecol ,68,30,38,0,46,6,1,9,0,0,1,5,0,2,0,0,7,57,11,10KL0051BS
120188 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5241 ,Globl Chg & Landscape Dynamics ,20,4,16,0,14,1,1,2,0,0,1,1,0,1,0,0,2,18,2,10KL0051BS
120188 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,47,22,25,0,37,0,1,1,0,0,1,7,0,1,1,0,1,16,31,10KS0190MS
120188 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,31,12,19,0,27,1,0,3,0,0,0,0,0,0,1,0,1,16,15,10KS0190MSU
120188 ,KL ,875 ,PHD ,0190 ,Natural Res & Env Sciences ,  ,  ,40,24,16,0,27,0,0,0,0,0,1,12,0,0,1,0,0,13,27,10KS0190PHD
120188 ,KL ,971 ,MS ,0191 ,Nutritional Sciences ,  ,  ,15,5,10,0,4,4,0,6,0,0,0,1,0,0,1,0,4,5,10,10KS0191MS
120188 ,KL ,971 ,PHD ,0191 ,Nutritional Sciences ,  ,  ,26,5,21,0,12,4,2,2,0,0,1,5,0,2,0,0,5,8,18,10KS0191PHD
120188 ,KL ,  ,  ,  ,"Agr, Cons, Env Sci ",  ,***College total*** ,3308,1410,1895,3,1908,254,209,388,3,2,76,450,18,245,34,10,317,2517,791, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
120188 ,KM ,  ,  ,  ,Business ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120188 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,92,61,31,0,34,7,8,4,0,0,4,35,0,9,2,0,10,42,50,10KS9875MBA
120188 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,4064 ,MBA ,113,71,42,0,72,13,8,7,1,0,1,10,1,9,2,0,14,107,6,10KS4064MBA
120188 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,5468 ,Corp Governance & Int Business ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS9875MBA
120188 ,KM ,260 ,BS ,0075 ,Finance ,  ,  ,630,450,180,0,346,136,16,51,0,0,12,62,7,16,4,1,149,506,124,10KM0075BS
120188 ,KM ,260 ,MS ,5624 ,Finance ,  ,  ,239,109,130,0,3,5,1,0,0,0,0,230,0,1,0,0,5,7,232,10KS5624MSK
120188 ,KM ,260 ,PHD ,5624 ,Finance ,  ,  ,18,13,5,0,0,1,0,0,0,0,0,17,0,0,0,0,1,0,18,10KS5624PHD
120188 ,KM ,346 ,BS ,0071 ,Accountancy ,  ,  ,817,386,431,0,315,150,15,61,0,0,15,257,4,21,3,1,165,499,318,10KM0071BS
120188 ,KM ,346 ,MAS ,0071 ,Accountancy ,  ,  ,207,102,105,0,70,30,3,14,0,0,5,85,0,5,1,0,34,104,103,10KS0071MAS
120188 ,KM ,346 ,MS ,0071 ,Accountancy ,  ,  ,173,30,143,0,7,1,1,1,0,0,1,162,0,1,0,0,2,9,164,10KS0071MSK
120188 ,KM ,346 ,MS ,0071 ,Accountancy ,  ,  ,173,103,70,0,88,32,19,13,0,0,2,2,17,20,1,0,42,55,118,1PKS0071MSU
120188 ,KM ,346 ,NDEG ,0071 ,Accountancy ,  ,  ,40,22,18,0,19,4,4,3,0,0,2,0,8,6,1,0,6,2,38,1PKS0071NDEU
120188 ,KM ,346 ,NDEG ,0071 ,Accountancy ,0073 ,Accountancy Postb ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1PKM0073NDEU
120188 ,KM ,346 ,PHD ,0071 ,Accountancy ,  ,  ,18,12,6,0,8,0,0,0,0,0,0,10,0,0,0,0,0,1,17,10KS0071PHD
120188 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,106,30,76,0,56,13,4,13,0,0,7,12,1,7,0,0,19,87,19,10KM1432BS
120188 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,134,44,90,0,69,23,13,15,0,0,3,10,1,15,0,0,25,118,16,10KM8037BS
120188 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,46,30,16,0,17,11,3,6,0,0,1,7,1,4,0,0,12,32,14,10KM5070BS
120188 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,57,27,30,0,23,19,1,8,0,0,0,6,0,1,0,0,19,50,7,10KM8037BS
120188 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,15,7,8,0,10,2,2,0,0,0,1,0,0,2,1,0,2,14,1,10KM5071BS
120188 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,70,25,45,0,37,19,1,5,0,0,4,4,0,2,1,0,21,61,9,10KM8037BS
120188 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,3,1,2,0,0,0,2,1,0,0,0,0,0,2,0,0,0,3,0,10KM5072BS
120188 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,14,11,3,0,6,3,0,2,0,0,2,1,0,0,0,0,5,11,3,10KM8037BS
120188 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,23,16,7,0,15,6,1,1,0,0,0,0,0,1,0,0,6,17,6,10KM5073BS
120188 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,5,3,2,0,1,2,0,1,0,0,1,0,0,1,0,0,2,4,1,10KM8037BS
120188 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,11,3,8,0,4,3,1,3,0,0,0,0,0,1,0,0,3,10,1,10KM5073BS
120188 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,7,2,5,0,3,1,1,2,0,0,0,0,0,1,0,0,1,7,0,10KM8037BS
120188 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,33,16,17,0,18,2,4,4,0,0,2,3,0,5,0,0,3,28,5,10KM5073BS
120188 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,13,6,7,0,8,0,1,3,0,0,1,0,0,2,0,0,0,13,0,10KM8037BS
120188 ,KM ,902 ,BS ,5597 ,Information Systems ,  ,  ,22,12,9,1,11,11,0,0,0,0,0,0,0,0,0,0,11,18,4,10KM5597BS
120188 ,KM ,902 ,BS ,5597 ,Information Systems ,  ,  ,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,3,0,10KM8037BS
120188 ,KM ,902 ,BS ,5600 ,Operations Management ,  ,  ,6,3,3,0,3,1,0,2,0,0,0,0,0,0,0,0,1,6,0,10KM5600BS
120188 ,KM ,902 ,BS ,5600 ,Operations Management ,  ,  ,5,3,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,5,0,10KM8037BS
120188 ,KM ,902 ,MS ,0079 ,Business Administration ,  ,  ,55,20,33,2,1,1,1,1,0,0,0,51,0,1,0,0,1,2,53,10KS0079MS
120188 ,KM ,902 ,MS ,5148 ,Technology Management ,  ,  ,59,34,25,0,8,2,0,2,0,0,0,46,1,0,0,0,2,9,50,10KS5148MSK
120188 ,KM ,902 ,MS ,5148 ,Technology Management ,5469 ,Info Technology and Control ,3,2,1,0,0,1,1,0,0,0,1,0,0,2,0,0,2,2,1,10KS5148MSK
120188 ,KM ,902 ,MS ,5148 ,Technology Management ,5470 ,Supply Chain Management ,7,4,3,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0,7,10KS5148MSK
120188 ,KM ,902 ,MS ,5148 ,Technology Management ,5500 ,Business Data Analytics ,9,3,6,0,1,0,0,0,0,0,0,8,0,0,0,0,0,1,8,10KS5148MSK
120188 ,KM ,902 ,MS ,5590 ,Management ,  ,  ,15,6,9,0,6,3,2,4,0,0,0,0,0,3,0,0,3,12,3,1PKS5590MS
120188 ,KM ,902 ,PHD ,0079 ,Business Administration ,  ,  ,40,21,19,0,3,1,1,1,0,0,0,34,0,1,1,0,1,3,37,10KS0079PHD
120188 ,KM ,938 ,MBA ,9875 ,Business Administration (MBA) ,3924 ,Executive Program ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS3924MBA2
120188 ,KM ,952 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,1592,1059,528,5,794,366,86,123,1,3,23,2,194,106,12,5,497,486,1106,10KS9875MBAU
120188 ,KM ,952 ,NDEG ,0067 ,Nondegree ,  ,  ,97,50,47,0,2,0,0,0,0,0,0,95,0,0,0,0,0,1,96,10KM0067NDEG
120188 ,KM ,952 ,NDEG ,9875 ,Business Administration (MBA) ,  ,  ,210,163,46,1,104,38,14,17,0,0,2,1,34,15,1,0,43,2,208,10KS9875NDEU
120188 ,KM ,952 ,NDEG ,9875 ,Business Administration (MBA) ,  ,  ,8,3,5,0,5,0,2,1,0,0,0,0,0,3,0,0,0,0,8,10LN9875NDEU
120188 ,KM ,952 ,NONE ,0070 ,Curric Unassigned ,  ,  ,1021,575,445,1,531,210,30,107,0,2,27,102,12,37,4,9,237,795,226,10KM0070NONE
120188 ,KM ,  ,  ,  ,Business ,  ,***College total*** ,6213,3543,2660,10,2708,1119,246,477,2,5,117,1258,281,300,34,16,1346,3134,3079, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
120188 ,KN ,  ,  ,  ,Education ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120188 ,KN ,335 ,BS ,5391 ,Learning and Education Studies ,  ,  ,11,4,7,0,1,3,1,2,0,0,1,3,0,2,0,0,3,6,5,10KN5391BS
120188 ,KN ,335 ,BS ,5391 ,Learning and Education Studies ,5387 ,Applied Learning Science ,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,10KN5391BS
120188 ,KN ,335 ,BS ,5391 ,Learning and Education Studies ,5388 ,Ed Equlty & Cltrl Understandng ,12,0,12,0,3,0,2,3,0,0,2,2,0,4,1,0,1,10,2,10KN5391BS
120188 ,KN ,335 ,BS ,5391 ,Learning and Education Studies ,5389 ,Workplace Trng & Development ,12,5,7,0,6,2,0,3,0,0,1,0,0,1,0,0,3,12,0,10KN5391BS
120188 ,KN ,335 ,BS ,5391 ,Learning and Education Studies ,5417 ,"Dig. Env. Lrnng, Tchng, Agency ",11,5,6,0,4,1,3,2,0,0,0,1,0,3,0,0,1,8,3,10KN5391BS
120188 ,KN ,335 ,NDEG ,0067 ,Nondegree ,  ,  ,5,1,4,0,3,0,0,0,0,0,1,1,0,1,1,0,0,4,1,10KN0067NDEG
120188 ,KN ,335 ,NONE ,5598 ,Education Curriculum Uassign ,  ,  ,22,4,18,0,13,0,2,6,0,0,1,0,0,3,1,0,0,20,2,10KN5598NONE
120188 ,KN ,570 ,BS ,0093 ,Special Education ,  ,  ,107,14,92,1,82,2,5,14,0,1,3,0,0,6,0,1,4,105,2,10KN0093BS
120188 ,KN ,570 ,EDM ,0093 ,Special Education ,  ,  ,11,1,10,0,9,0,1,1,0,0,0,0,0,1,0,0,0,10,1,10KS0093EDM
120188 ,KN ,570 ,EDM ,0093 ,Special Education ,  ,  ,15,0,15,0,11,1,2,1,0,0,0,0,0,2,0,0,1,14,1,10KS0093EDMX
120188 ,KN ,570 ,MS ,0093 ,Special Education ,  ,  ,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10KS0093MS
120188 ,KN ,570 ,PHD ,0093 ,Special Education ,  ,  ,26,4,22,0,16,2,1,3,0,0,0,4,0,1,0,0,2,12,14,10KS0093PHD
120188 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,  ,  ,37,2,35,0,14,9,2,5,0,0,3,4,0,5,0,0,10,32,5,10KN0094BS
120188 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3967 ,ECh: History ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KN3967BS
120188 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3968 ,ECh: Language arts ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,10KN3968BS
120188 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3970 ,ECh: Mathematics ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KN3970BS
120188 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3975 ,ECh: Psychology ,3,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,2,3,0,10KN3975BS
120188 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3976 ,ECh: Sociology ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,10KN3976BS
120188 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4005 ,ECh: Chinese ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KN4005BS
120188 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4014 ,ECh: Spanish ,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,10KN4014BS
120188 ,KN ,613 ,BS ,0095 ,Elementary Education ,  ,  ,294,20,274,0,209,29,8,42,0,0,4,1,1,8,3,0,33,284,10,10KN0095BS
120188 ,KN ,613 ,BS ,5422 ,Middle Grades Education ,  ,  ,26,6,20,0,16,4,1,3,0,0,2,0,0,2,0,0,5,25,1,10KN5422BS
120188 ,KN ,613 ,BS ,5422 ,Middle Grades Education ,5423 ,Literacy ,13,3,10,0,5,2,2,4,0,0,0,0,0,2,0,0,2,12,1,10KN5422BS
