Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois
120098 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5006 ,Agribusiness Markets & Mgmt ,144,102,42,0,122,7,5,0,0,5,5,137,7,10KL5006BS,,,,,
120098 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5007 ,Consumer Economics & Finance ,92,66,26,0,68,5,2,7,0,6,4,83,9,10KL5007BS,,,,,
120098 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5008 ,Envirnmntal Economics & Policy ,33,23,10,0,25,1,0,1,0,5,1,26,7,10KL5008BS,,,,,
120098 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5010 ,"Policy, Intl Trade, & Dvlpmt ",31,20,11,0,16,6,1,1,0,3,4,28,3,10KL5010BS,,,,,
120098 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5011 ,Public Policy and Law ,52,28,24,0,30,8,4,8,0,0,2,49,3,10KL5011BS,,,,,
120098 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5136 ,Financial Planning ,57,43,14,0,37,4,2,3,0,10,1,44,13,10KL5136BS,,,,,
120098 ,KL ,470 ,MS ,0176 ,Agr & Consumer Economics ,  ,  ,27,11,16,0,16,1,2,0,0,8,0,9,18,10KS0176MS,,,,,
120098 ,KL ,470 ,PHD ,0176 ,Agr & Consumer Economics ,  ,  ,50,28,22,0,8,3,2,0,0,37,0,3,47,10KS0176PHD,,,,,
120098 ,KL ,483 ,NDEG ,0067 ,Nondegree ,  ,  ,48,22,26,0,25,2,0,3,1,14,3,30,18,10KL0067NDEG,,,,,
120098 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0005 ,Animal Business Mgt and Ind ,17,8,9,0,15,0,1,0,0,0,1,17,0,10KL0005BS,,,,,
120098 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0006 ,"Companion,Rec,Lab An Sci ",103,17,86,0,87,3,5,6,0,0,2,100,3,10KL0006BS,,,,,
120098 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0007 ,Food Animal Science ,25,12,13,0,25,0,0,0,0,0,0,25,0,10KL0007BS,,,,,
120098 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0008 ,"Science, Biotech & Pre-VetMed ",373,77,295,1,294,22,19,24,1,3,10,366,7,10KL0008BS,,,,,
120098 ,KL ,538 ,MS ,0002 ,Animal Sciences ,  ,  ,48,24,24,0,33,1,1,1,0,12,0,32,16,10KS0002MS,,,,,
120098 ,KL ,538 ,PHD ,0002 ,Animal Sciences ,  ,  ,54,30,24,0,23,1,0,0,0,30,0,15,39,10KS0002PHD,,,,,
120098 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,94,28,66,0,55,16,2,3,0,17,1,75,19,10KL0038BS,,,,,
120098 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0039 ,Food Industry and Business ,26,13,13,0,17,4,1,1,0,3,0,22,4,10KL0039BS,,,,,
120098 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,99,15,84,0,67,15,7,6,0,3,1,92,7,10KL0040BS,,,,,
120098 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0041 ,Dietetics ,80,3,77,0,67,6,0,1,1,3,2,74,6,10KL0041BS,,,,,
120098 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0042 ,Hospitality Management ,78,19,59,0,50,6,3,8,0,10,1,66,12,10KL0042BS,,,,,
120098 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,  ,  ,39,8,31,0,15,0,1,0,0,22,1,10,29,10KS0037MS,,,,,
120098 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,5166 ,Professional Science Masters ,2,2,0,0,1,0,0,0,0,1,0,0,2,1PKS0037MS,,,,,
120098 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,  ,  ,25,9,16,0,5,0,0,0,0,20,0,3,22,10KS0037PHD,,,,,
120098 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,  ,  ,129,118,11,0,97,4,11,12,0,4,1,122,7,10KL0025BS,,,,,
120098 ,KL ,741 ,BSAG ,0029 ,Agr Engineering & Agr Science ,  ,  ,69,60,9,0,59,4,2,2,0,1,1,67,2,10KL0029BSAG,,,,,
120098 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,0044 ,Agricultural Communications ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KL0044BS,,,,,
120098 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,0046 ,Agricultural Leadership ,6,1,5,0,6,0,0,0,0,0,0,6,0,10KL0046BS,,,,,
120098 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,0047 ,Agricultural Education ,22,4,18,0,18,1,1,0,0,1,1,21,1,10KL0047BS,,,,,
120098 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,5033 ,"Agr, Cons, Env Sci Communictn ",53,12,41,0,46,0,3,0,0,0,4,52,1,10KL5033BS,,,,,
120098 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0049 ,Child and Adolescent Dev ,136,10,125,1,101,9,13,5,0,4,4,129,7,10KL0049BS,,,,,
120098 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0050 ,Family Studies ,72,4,67,1,51,5,6,9,0,1,0,68,4,10KL0050BS,,,,,
120098 ,KL ,793 ,MS ,0181 ,Agricultural Education ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,1,1,10KS0181MS,,,,,
120098 ,KL ,793 ,MS ,0183 ,Human & Community Development ,  ,  ,3,0,3,0,3,0,0,0,0,0,0,3,0,10KS0183MS,,,,,
120098 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,  ,  ,24,4,20,0,14,4,3,0,0,3,0,8,16,10KS0183PHD,,,,,
120098 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,5126 ,Human Development & Family St ,3,1,2,0,0,1,1,0,0,0,1,1,2,10KS0183PHD,,,,,
120098 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0031 ,Agroecology ,3,2,1,0,2,0,0,0,0,0,1,3,0,10KL0031BS,,,,,
120098 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0033 ,Crops ,23,16,7,0,21,0,0,0,0,0,2,23,0,10KL0033BS,,,,,
120098 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0034 ,Crop Agribusiness ,42,34,8,0,42,0,0,0,0,0,0,42,0,10KL0034BS,,,,,
120098 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0035 ,Plant Biotech & Molecular Bio ,21,12,9,0,17,0,0,1,1,2,0,20,1,10KL0035BS,,,,,
120098 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0036 ,Biological Sciences ,9,5,4,0,4,1,3,0,1,0,0,9,0,10KL0036BS,,,,,
120098 ,KL ,802 ,BS ,0063 ,Horticulture ,0064 ,Horticulture Science ,2,1,1,0,1,0,0,1,0,0,0,2,0,10KL0063BS,,,,,
120098 ,KL ,802 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,47,33,14,0,42,0,1,1,0,0,3,47,0,10KL0063BS,,,,,
120098 ,KL ,802 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,2,0,2,0,2,0,0,0,0,0,0,2,0,10KL0065BS,,,,,
120098 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,33,23,10,0,21,2,0,0,0,9,1,20,13,10KS0030MS,,,,,
120098 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0030MSU,,,,,
120098 ,KL ,802 ,MS ,4026 ,Bioinformatics ,5100 ,Crop Science ,3,2,1,0,0,0,0,0,0,3,0,0,3,10KS5100MS,,,,,
120098 ,KL ,802 ,PHD ,0030 ,Crop Sciences ,  ,  ,31,22,9,0,12,0,1,1,0,17,0,6,25,10KS0030PHD,,,,,
120098 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,58,27,31,0,48,4,0,3,0,1,2,56,2,10KL0057BS,,,,,
120098 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3870 ,Forest Science ,18,15,3,0,16,0,0,2,0,0,0,18,0,10KL3870BS,,,,,
120098 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3871 ,Human Dimensions ,54,25,29,0,40,6,1,3,0,3,1,49,5,10KL3871BS,,,,,
120098 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3872 ,Resource Ecology ,46,23,23,0,33,5,0,3,0,3,2,43,3,10KL3872BS,,,,,
120098 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3873 ,Soil and Water Science ,19,9,10,0,14,1,0,3,0,0,1,17,2,10KL3873BS,,,,,
120098 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,53,31,22,0,39,3,0,1,0,7,3,27,26,10KS0190MS,,,,,
120098 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0190MSU,,,,,
120098 ,KL ,875 ,NDEG ,0190 ,Natural Res & Env Sciences ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0190NDEG,,,,,
120098 ,KL ,875 ,PHD ,0190 ,Natural Res & Env Sciences ,  ,  ,33,19,14,0,15,1,0,0,0,17,0,12,21,10KS0190PHD,,,,,
120098 ,KL ,971 ,MS ,0191 ,Nutritional Sciences ,  ,  ,22,5,17,0,12,2,1,2,0,5,0,6,16,10KS0191MS,,,,,
120098 ,KL ,971 ,PHD ,0191 ,Nutritional Sciences ,  ,  ,36,9,27,0,22,3,1,1,0,9,0,13,23,10KS0191PHD,,,,,
120098 ,KL ,  ,  ,  ,"Agr, Cons, Env Sci ",  ,***College total*** ,2852,1256,1593,3,2044,175,114,130,5,314,70,2365,487, ,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,
120098 ,KM ,  ,  ,  ,Business ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , ,,,,,
120098 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,198,127,71,0,59,25,8,6,0,89,11,91,107,10KS9875MBA,,,,,
120098 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,4064 ,MBA ,62,40,22,0,37,13,6,0,0,4,2,61,1,10KS4064MBA,,,,,
120098 ,KM ,260 ,BS ,0075 ,Finance ,  ,  ,545,393,152,0,321,103,18,31,1,54,17,460,85,10KM0075BS,,,,,
120098 ,KM ,260 ,MS ,0075 ,Finance ,  ,  ,132,77,55,0,14,9,3,0,0,104,2,9,123,10KS0075MSK,,,,,
120098 ,KM ,260 ,PHD ,0075 ,Finance ,  ,  ,21,9,12,0,3,1,0,0,0,17,0,2,19,10KS0075PHD,,,,,
120098 ,KM ,346 ,BS ,0071 ,Accountancy ,  ,  ,774,446,328,0,395,159,33,43,1,132,11,589,185,10KM0071BS,,,,,
120098 ,KM ,346 ,BS ,0071 ,Accountancy ,0072 ,Accountancy (BS/Master Prg) ,1,1,0,0,0,1,0,0,0,0,0,1,0,10KM0072BS,,,,,
120098 ,KM ,346 ,MAS ,0071 ,Accountancy ,  ,  ,166,99,67,0,110,21,5,9,0,20,1,134,32,10KS0071MAS,,,,,
120098 ,KM ,346 ,MAS ,0071 ,Accountancy ,5101 ,Taxation ,69,27,42,0,46,12,0,3,0,7,1,57,12,10KS0071MAS,,,,,
120098 ,KM ,346 ,MS ,0071 ,Accountancy ,  ,  ,123,47,76,0,16,1,0,0,0,105,1,10,113,10KS0071MSK,,,,,
120098 ,KM ,346 ,MS ,0071 ,Accountancy ,3928 ,International Program ,3,3,0,0,0,0,0,0,0,3,0,0,3,10KS3928MS,,,,,
120098 ,KM ,346 ,MS ,5187 ,Taxation ,  ,  ,26,12,14,0,9,6,2,2,0,6,1,9,17,10KS5187MSK2,,,,,
120098 ,KM ,346 ,NDEG ,0071 ,Accountancy ,0073 ,Accountancy Postb ,27,15,12,0,13,4,0,6,1,0,3,27,0,10KM0073NDEG,,,,,
120098 ,KM ,346 ,PHD ,0071 ,Accountancy ,  ,  ,26,14,12,0,10,2,1,0,0,13,0,8,18,10KS0071PHD,,,,,
120098 ,KM ,902 ,BS ,0079 ,Business Administration ,0080 ,Marketing ,35,16,19,0,19,1,6,4,0,4,1,30,5,10KM0080BS,,,,,
120098 ,KM ,902 ,BS ,0079 ,Business Administration ,0081 ,Organizational Administration ,8,2,6,0,5,2,0,1,0,0,0,8,0,10KM0081BS,,,,,
120098 ,KM ,902 ,BS ,0079 ,Business Administration ,0083 ,Management Science ,1,1,0,0,0,0,0,0,0,1,0,0,1,10KM0083BS,,,,,
120098 ,KM ,902 ,BS ,0079 ,Business Administration ,0085 ,Management Info Systems ,6,5,1,0,6,0,0,0,0,0,0,6,0,10KM0085BS,,,,,
120098 ,KM ,902 ,BS ,0079 ,Business Administration ,0086 ,Entrepreneurship ,13,11,2,0,8,1,0,0,0,2,2,11,2,10KM0086BS,,,,,
120098 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,104,44,60,0,69,12,4,10,1,6,2,94,10,10KM1432BS,,,,,
120098 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,47,14,33,0,26,5,7,4,1,1,3,44,3,10KM8037BS,,,,,
120098 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,32,27,5,0,16,5,3,4,0,2,2,28,4,10KM5070BS,,,,,
120098 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,5,3,2,0,3,1,1,0,0,0,0,5,0,10KM8037BS,,,,,
120098 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,28,17,11,0,23,3,0,1,0,0,1,27,1,10KM5071BS,,,,,
120098 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,7,7,0,0,6,0,0,1,0,0,0,6,1,10KM8037BS,,,,,
120098 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,15,8,7,0,10,1,1,1,0,0,2,13,2,10KM5072BS,,,,,
120098 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,3,2,1,0,0,1,0,1,0,1,0,2,1,10KM8037BS,,,,,
120098 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,29,17,12,0,15,6,0,2,0,5,1,22,7,10KM5073BS,,,,,
120098 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,11,2,9,0,7,0,1,1,0,2,0,9,2,10KM8037BS,,,,,
120098 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,52,17,35,0,28,9,1,6,0,5,3,43,9,10KM5073BS,,,,,
120098 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,8,4,4,0,2,0,2,2,0,1,1,6,2,10KM8037BS,,,,,
120098 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,54,23,30,1,37,6,3,5,0,1,2,49,5,10KM5073BS,,,,,
120098 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,10,5,5,0,4,2,0,2,0,2,0,8,2,10KM8037BS,,,,,
120098 ,KM ,902 ,MS ,0079 ,Business Administration ,  ,  ,1,1,0,0,0,0,0,0,0,1,0,0,1,10KS0079MS,,,,,
120098 ,KM ,902 ,MS ,5148 ,Technology Management ,  ,  ,52,41,11,0,6,2,0,0,0,44,0,6,46,10KS5148MS,,,,,
120098 ,KM ,902 ,PHD ,0079 ,Business Administration ,  ,  ,46,24,22,0,11,3,0,0,0,32,0,2,44,10KS0079PHD,,,,,
120098 ,KM ,938 ,MBA ,9875 ,Business Administration (MBA) ,3924 ,Executive Program ,85,68,14,3,63,6,6,3,0,1,6,76,9,10KS3924MBA2,,,,,
120098 ,KM ,952 ,NDEG ,0067 ,Nondegree ,  ,  ,42,28,14,0,3,2,1,0,0,36,0,5,37,10KM0067NDEG,,,,,
120098 ,KM ,952 ,NONE ,0070 ,Curric Unassigned ,  ,  ,1038,574,464,0,627,159,64,81,2,78,27,863,175,10KM0070NONE,,,,,
120098 ,KM ,  ,  ,  ,Business ,  ,***College total*** ,3905,2271,1630,4,2027,584,176,229,7,779,103,2821,1084, ,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,
120098 ,KN ,  ,  ,  ,Education ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , ,,,,,
120098 ,KN ,335 ,NDEG ,0067 ,Nondegree ,  ,  ,2,0,2,0,0,0,0,1,0,0,1,2,0,10KN0067NDEG,,,,,
120098 ,KN ,335 ,NONE ,4089 ,Pre-Early Chld/Elem Ed/Spec Ed ,  ,  ,328,21,306,1,265,23,12,18,0,4,6,314,14,10KN4089NONE,,,,,
120098 ,KN ,570 ,BS ,0093 ,Special Education ,  ,  ,67,9,58,0,54,2,1,5,1,1,3,65,2,10KN0093BS,,,,,
120098 ,KN ,570 ,CAS ,0093 ,Special Education ,  ,  ,2,1,1,0,0,0,0,0,0,1,1,1,1,10KS0093CAS,,,,,
120098 ,KN ,570 ,EDM ,0093 ,Special Education ,  ,  ,36,6,30,0,27,3,0,2,0,2,2,30,6,10KS0093EDM,,,,,
120098 ,KN ,570 ,MA ,0093 ,Special Education ,  ,  ,3,0,3,0,2,0,0,0,0,0,1,2,1,10KS0093MA,,,,,
120098 ,KN ,570 ,MS ,0093 ,Special Education ,  ,  ,7,1,6,0,6,0,1,0,0,0,0,7,0,10KS0093MS,,,,,
120098 ,KN ,570 ,PHD ,0093 ,Special Education ,  ,  ,26,5,21,0,18,0,3,0,0,5,0,15,11,10KS0093PHD,,,,,
120098 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3962 ,ECh: Dance ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN3962BS,,,,,
120098 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3966 ,ECh: Geography ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN3966BS,,,,,
120098 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3967 ,ECh: History ,4,1,3,0,4,0,0,0,0,0,0,4,0,10KN3967BS,,,,,
120098 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3968 ,ECh: Language arts ,5,0,5,0,4,0,1,0,0,0,0,5,0,10KN3968BS,,,,,
120098 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3970 ,ECh: Mathematics ,10,0,10,0,8,1,0,0,0,1,0,9,1,10KN3970BS,,,,,
120098 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3975 ,ECh: Psychology ,12,0,12,0,11,0,1,0,0,0,0,11,1,10KN3975BS,,,,,
120098 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3976 ,ECh: Sociology ,1,0,1,0,0,0,1,0,0,0,0,1,0,10KN3976BS,,,,,
120098 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4014 ,ECh: Spanish ,5,0,5,0,4,0,0,1,0,0,0,5,0,10KN4014BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,3939 ,EIEd: Biology ,2,0,2,0,1,0,0,0,0,0,1,2,0,10KN3939BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,3940 ,EIEd: Chemisty ,2,0,2,0,1,1,0,0,0,0,0,2,0,10KN3940BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,3945 ,EIEd: Geography ,3,0,3,0,3,0,0,0,0,0,0,3,0,10KN3945BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,3946 ,EIEd: History ,14,2,12,0,12,2,0,0,0,0,0,14,0,10KN3946BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,3947 ,EIEd: Language Arts ,57,3,54,0,43,4,3,4,0,0,3,56,1,10KN3947BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,3948 ,EIEd: Linguistics ,1,0,1,0,0,1,0,0,0,0,0,1,0,10KN3948BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,3949 ,EIEd: Mathematics ,85,2,83,0,72,8,1,4,0,0,0,83,2,10KN3949BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,3950 ,EIEd: Music ,2,1,1,0,1,0,0,0,0,0,1,2,0,10KN3950BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,3954 ,ElEd: Psychology ,33,2,31,0,28,0,2,2,0,0,1,33,0,10KN3954BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,3955 ,ElEd: Sociology ,10,0,10,0,7,0,1,2,0,0,0,10,0,10KN3955BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,3956 ,EIEd: Theatre ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN3956BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,3996 ,EIEd: French ,6,1,5,0,5,0,0,0,0,0,1,6,0,10KN3996BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,3997 ,EIEd: German ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN3997BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,4004 ,EIEd: Spanish ,37,0,37,0,32,3,0,2,0,0,0,36,1,10KN4004BS,,,,,
120098 ,KN ,613 ,BS ,0095 ,Elementary Education ,5193 ,General Sciences ,5,1,4,0,5,0,0,0,0,0,0,5,0,10KN5193BS,,,,,
120098 ,KN ,613 ,EDD ,0095 ,Elementary Education ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0095EDD,,,,,
120098 ,KN ,613 ,EDD ,1144 ,Curriculum and Instruction ,  ,  ,8,1,7,0,3,1,3,0,0,0,1,6,2,10KS1144EDD,,,,,
120098 ,KN ,613 ,EDM ,0095 ,Elementary Education ,  ,  ,8,0,8,0,6,0,0,2,0,0,0,8,0,10KS0095EDM,,,,,
120098 ,KN ,613 ,EDM ,0095 ,Elementary Education ,0211 ,Elementary Ed - Cert ,11,3,8,0,9,0,1,1,0,0,0,11,0,10KS0211EDM,,,,,
120098 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0215EDM,,,,,
120098 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,0216 ,English Certification ,2,0,2,0,2,0,0,0,0,0,0,2,0,10KS0216EDM,,,,,
120098 ,KN ,613 ,EDM ,1144 ,Curriculum and Instruction ,  ,  ,31,5,26,0,23,2,3,0,0,1,2,28,3,10KS1144EDM,,,,,
120098 ,KN ,613 ,EDM ,5082 ,Early Childhood Education ,  ,  ,3,0,3,0,2,1,0,0,0,0,0,3,0,10KS5082EDM,,,,,
120098 ,KN ,613 ,EDM ,8527 ,Secondary Education ,  ,  ,3,1,2,0,3,0,0,0,0,0,0,3,0,10KS8527EDM,,,,,
120098 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5224 ,English ,6,0,6,0,5,0,0,1,0,0,0,5,1,10KS8527EDM,,,,,
120098 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5225 ,Social Studies ,5,4,1,0,4,0,0,1,0,0,0,4,1,10KS8527EDM,,,,,
120098 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5226 ,Sciences ,2,2,0,0,0,1,0,0,0,0,1,2,0,10KS8527EDM,,,,,
120098 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5227 ,Mathematics ,5,2,3,0,4,1,0,0,0,0,0,5,0,10KS8527EDM,,,,,
120098 ,KN ,613 ,MA ,0095 ,Elementary Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0095MA,,,,,
120098 ,KN ,613 ,MA ,1144 ,Curriculum and Instruction ,  ,  ,4,0,4,0,4,0,0,0,0,0,0,4,0,10KS1144MA,,,,,
120098 ,KN ,613 ,MS ,0215 ,Secondary & Continuing Educ ,  ,  ,1,1,0,0,0,0,1,0,0,0,0,1,0,10KS0215MS,,,,,
120098 ,KN ,613 ,MS ,1144 ,Curriculum and Instruction ,  ,  ,2,1,1,0,1,0,0,0,0,1,0,1,1,10KS1144MS,,,,,
120098 ,KN ,613 ,PHD ,0095 ,Elementary Education ,  ,  ,31,4,27,0,8,2,2,1,0,18,0,10,21,10KS0095PHD,,,,,
120098 ,KN ,613 ,PHD ,0215 ,Secondary & Continuing Educ ,  ,  ,50,17,33,0,16,4,4,1,0,25,0,16,34,10KS0215PHD,,,,,
120098 ,KN ,613 ,PHD ,1144 ,Curriculum and Instruction ,  ,  ,25,4,21,0,8,3,1,2,0,10,1,11,14,10KS1144PHD,,,,,
120098 ,KN ,616 ,EDM ,0210 ,Educational Psychology ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0210EDMU,,,,,
120098 ,KN ,616 ,NDEG ,0210 ,Educational Psychology ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0210NDEG,,,,,
